stationary,-0.528992,-0.206424,0.893528,0.980000,-3.360000,0.910000
stationary,-0.525088,-0.211304,0.894504,0.910000,-3.360000,0.910000
stationary,-0.526552,-0.211792,0.894504,0.630000,-3.220000,0.980000
stationary,-0.528016,-0.210328,0.892064,0.770000,-3.150000,1.050000
stationary,-0.526064,-0.209840,0.897432,0.560000,-3.080000,1.050000
stationary,-0.525088,-0.206424,0.899384,0.560000,-2.940000,1.190000
stationary,-0.527528,-0.205936,0.895968,0.000000,-2.660000,1.260000
stationary,-0.527528,-0.216184,0.895968,0.000000,-2.520000,1.330000
stationary,-0.528504,-0.211792,0.894992,0.490000,-2.730000,1.260000
stationary,-0.528016,-0.206424,0.894504,0.350000,-2.660000,1.120000
stationary,-0.528016,-0.212280,0.894504,0.280000,-2.800000,1.260000
stationary,-0.528016,-0.211792,0.894504,0.420000,-2.800000,1.120000
stationary,-0.529480,-0.208864,0.898896,0.420000,-2.800000,1.190000
stationary,-0.528504,-0.206424,0.898408,0.140000,-2.660000,1.120000
stationary,-0.527040,-0.211792,0.894504,0.140000,-2.870000,1.260000
stationary,-0.528504,-0.212280,0.893040,0.350000,-2.870000,1.120000
stationary,-0.525576,-0.216184,0.895480,0.490000,-2.730000,1.330000
stationary,-0.528992,-0.212280,0.895968,0.630000,-2.870000,1.400000
stationary,-0.528992,-0.213744,0.894016,0.700000,-2.940000,1.400000
stationary,-0.529968,-0.211304,0.894504,1.050000,-3.220000,1.330000
stationary,-0.530456,-0.210328,0.894504,1.190000,-3.360000,1.330000
stationary,-0.527040,-0.207400,0.896944,1.050000,-3.290000,1.120000
stationary,-0.527040,-0.208376,0.894504,0.840000,-3.220000,0.980000
stationary,-0.526064,-0.211304,0.895480,0.910000,-3.220000,0.980000
stationary,-0.527040,-0.210816,0.896456,0.770000,-3.220000,1.050000
stationary,-0.524600,-0.210328,0.897432,0.910000,-3.150000,1.120000
stationary,-0.527528,-0.206912,0.893040,0.700000,-3.080000,1.120000
stationary,-0.526064,-0.209352,0.895968,0.560000,-2.730000,1.120000
stationary,-0.525088,-0.210328,0.893040,0.350000,-2.730000,1.260000
stationary,-0.530456,-0.210816,0.892552,0.280000,-2.660000,1.190000
stationary,-0.526552,-0.208864,0.895968,0.210000,-2.590000,1.190000
stationary,-0.526552,-0.209352,0.894016,0.350000,-2.660000,1.190000
stationary,-0.528992,-0.209840,0.895480,0.140000,-2.590000,1.120000
stationary,-0.529480,-0.212768,0.895968,0.280000,-2.800000,1.190000
stationary,-0.530456,-0.210816,0.893040,0.490000,-3.010000,1.260000
stationary,-0.529480,-0.213744,0.894016,0.630000,-3.080000,1.120000
stationary,-0.530944,-0.211792,0.893528,0.630000,-3.220000,1.190000
stationary,-0.525576,-0.212768,0.893528,0.700000,-3.220000,1.190000
stationary,-0.528016,-0.210816,0.895480,1.050000,-3.150000,0.980000
stationary,-0.526552,-0.211792,0.896456,1.050000,-3.290000,1.190000
stationary,-0.525088,-0.208376,0.894504,1.120000,-3.150000,1.120000
stationary,-0.527528,-0.209840,0.897920,0.840000,-3.150000,1.190000
stationary,-0.524600,-0.208376,0.895968,0.770000,-3.080000,1.120000
stationary,-0.526552,-0.208864,0.894992,0.490000,-2.940000,1.190000
stationary,-0.527528,-0.210816,0.895480,0.560000,-3.080000,1.190000
stationary,-0.530944,-0.209840,0.893040,0.700000,-3.010000,1.190000
stationary,-0.526552,-0.212280,0.897432,0.630000,-2.940000,1.120000
stationary,-0.524112,-0.208864,0.894504,0.490000,-3.010000,1.190000
stationary,-0.526064,-0.211304,0.895968,0.420000,-3.010000,1.260000
stationary,-0.528504,-0.215208,0.896944,0.490000,-3.010000,1.190000
stationary,-0.528992,-0.209352,0.893528,0.770000,-3.220000,1.190000
stationary,-0.526552,-0.208376,0.893040,0.980000,-3.010000,1.190000
stationary,-0.527528,-0.209840,0.897432,0.840000,-2.940000,1.120000
stationary,-0.527040,-0.207400,0.897432,0.700000,-2.870000,1.120000
stationary,-0.525088,-0.208864,0.895968,0.490000,-2.870000,1.120000
stationary,-0.525576,-0.208376,0.894016,0.560000,-2.800000,1.190000
stationary,-0.526552,-0.206424,0.896944,0.280000,-2.660000,1.190000
stationary,-0.526552,-0.210328,0.895968,0.070000,-2.800000,1.330000
stationary,-0.529480,-0.211792,0.895480,0.210000,-2.660000,1.260000
stationary,-0.528992,-0.211792,0.893528,0.420000,-2.800000,1.260000
stationary,-0.528016,-0.210328,0.894504,0.420000,-2.800000,1.400000
stationary,-0.529968,-0.213744,0.895968,0.700000,-2.870000,1.330000
stationary,-0.528992,-0.213744,0.892552,0.980000,-3.220000,1.260000
stationary,-0.528992,-0.211304,0.894992,1.190000,-3.150000,1.260000
stationary,-0.526064,-0.207400,0.898896,1.120000,-3.360000,1.330000
stationary,-0.524112,-0.210328,0.896456,0.910000,-3.290000,1.330000
stationary,-0.524600,-0.208864,0.894992,0.840000,-3.010000,1.330000
stationary,-0.528504,-0.209352,0.896944,0.910000,-3.150000,1.330000
stationary,-0.523136,-0.206424,0.897920,0.770000,-2.940000,1.330000
stationary,-0.524112,-0.208864,0.897920,0.420000,-2.870000,1.190000
stationary,-0.526552,-0.209352,0.898408,0.420000,-2.800000,1.260000
stationary,-0.528992,-0.208376,0.896944,0.420000,-2.730000,1.120000
stationary,-0.528504,-0.210328,0.897920,0.210000,-2.730000,1.330000
stationary,-0.528016,-0.205936,0.892552,0.210000,-2.660000,1.260000
stationary,-0.528992,-0.212768,0.893040,0.350000,-2.800000,1.260000
stationary,-0.527040,-0.211792,0.894016,0.630000,-2.940000,1.120000
stationary,-0.528992,-0.209840,0.892552,0.560000,-3.010000,1.260000
stationary,-0.526552,-0.208864,0.897920,0.490000,-3.010000,1.260000
stationary,-0.525088,-0.212280,0.896944,0.630000,-3.010000,1.260000
stationary,-0.526064,-0.211304,0.894992,0.630000,-3.080000,1.190000
stationary,-0.526064,-0.210816,0.895480,0.630000,-3.080000,1.330000
stationary,-0.524112,-0.210816,0.896456,0.770000,-3.010000,1.260000
stationary,-0.524112,-0.207400,0.892552,0.630000,-2.870000,1.190000
stationary,-0.524600,-0.209840,0.894504,0.420000,-2.870000,1.400000
stationary,-0.526552,-0.212768,0.899872,0.560000,-2.870000,1.330000
stationary,-0.528992,-0.208864,0.897432,0.490000,-2.940000,1.260000
stationary,-0.530944,-0.204472,0.893528,0.420000,-2.800000,1.260000
stationary,-0.524600,-0.215696,0.893040,0.420000,-2.940000,1.330000
stationary,-0.524600,-0.213744,0.894504,0.630000,-2.940000,1.330000
stationary,-0.527040,-0.208376,0.895480,0.490000,-2.870000,1.330000
stationary,-0.528504,-0.211304,0.896944,0.630000,-3.010000,1.260000
stationary,-0.527528,-0.211792,0.895480,0.630000,-3.080000,1.330000
stationary,-0.528016,-0.211792,0.894992,0.770000,-3.080000,1.190000
stationary,-0.525088,-0.214232,0.895968,0.840000,-3.220000,1.260000
stationary,-0.524600,-0.210816,0.895480,0.910000,-3.010000,1.260000
stationary,-0.523136,-0.207888,0.896456,0.700000,-2.940000,1.260000
stationary,-0.527528,-0.208376,0.899384,0.490000,-2.800000,1.330000
stationary,-0.527528,-0.207888,0.895968,0.420000,-2.940000,1.190000
stationary,-0.526552,-0.207888,0.896944,0.350000,-2.800000,1.120000
stationary,-0.526552,-0.207888,0.894992,0.210000,-2.660000,1.190000
stationary,-0.527040,-0.207888,0.898896,0.000000,-2.590000,1.050000
stationary,-0.528992,-0.210816,0.895968,0.000000,-2.730000,1.190000
stationary,-0.528992,-0.211792,0.891088,0.280000,-2.870000,1.190000
stationary,-0.529480,-0.214720,0.895480,0.280000,-2.870000,1.260000
stationary,-0.528992,-0.216184,0.891576,0.700000,-3.080000,1.260000
stationary,-0.526552,-0.212280,0.895480,0.910000,-3.220000,1.330000
stationary,-0.525088,-0.210328,0.892064,1.050000,-3.220000,1.470000
stationary,-0.527528,-0.207400,0.894992,1.190000,-3.290000,1.260000
stationary,-0.525576,-0.205448,0.898896,1.120000,-3.220000,1.190000
stationary,-0.528504,-0.209840,0.896944,0.980000,-3.150000,1.190000
stationary,-0.527040,-0.206912,0.897920,0.840000,-3.010000,1.190000
stationary,-0.526064,-0.207400,0.898408,0.700000,-3.080000,1.260000
stationary,-0.525576,-0.207888,0.895968,0.490000,-3.010000,1.120000
stationary,-0.523624,-0.206912,0.894992,0.210000,-2.800000,1.190000
stationary,-0.526552,-0.209352,0.896456,0.000000,-2.660000,1.190000
stationary,-0.527040,-0.209840,0.895968,0.140000,-2.590000,1.190000
stationary,-0.527040,-0.214232,0.895480,0.140000,-2.590000,1.330000
stationary,-0.528016,-0.211792,0.896456,0.490000,-2.590000,1.260000
