ax,ay,az,gx,gy,gz,toe,heel
-2.3526,-1.0185,1.4479,-36.82,162.12,-94.99,7,954
-3.4711,1.7051,0.9828,35.35,36.61,-61.11,7,1009
-0.8882,-0.4163,0.9755,59.22,-3.01,-17.71,4,982
-0.5905,0.0654,0.8647,-29.68,1.68,-4.2,7,876
-0.6305,0.0986,0.8228,-5.88,3.5,0.35,7,714
-0.5968,0.162,0.815,-1.96,2.1,0.91,28,491
-0.5827,0.1669,0.8291,-0.14,0.56,-2.45,56,290
-0.5827,0.0991,0.8198,-4.13,7.42,-2.87,106,95
-0.5866,0.1279,0.8267,-2.45,11.83,-4.13,163,31
-0.5978,0.1752,0.8169,9.73,12.46,-6.86,240,15
-0.5724,0.1586,0.8555,6.93,19.74,-10.5,345,17
-0.5466,0.1659,0.8994,2.31,46.06,-13.72,482,15
-0.4943,0.1498,0.9823,5.11,90.02,-17.08,592,9
-0.4929,0.0605,1.0136,-4.48,159.74,-14.49,678,6
-0.4358,0.3875,1.0268,-7.98,244.65,-26.32,686,13
-0.3777,0.4973,1.0653,-70,380.52,-87.71,454,18
-1.7675,-0.387,1.1009,-19.81,460.11,-86.59,87,18
-2.5293,0.3743,1.2668,73.01,357.21,-113.33,14,14
-2.0516,0.7447,1.9988,-3.08,5.46,-71.12,9,7
0.3816,0.2538,1.0204,-8.05,-124.25,-33.25,11,12
-0.3377,0.3845,0.8935,43.89,-186.2,48.3,15,9
-0.5187,0.0532,0.7593,2.24,-259.35,107.8,14,5
-0.8281,0.0024,0.7637,43.68,-297.64,110.6,20,7
-1.0824,-0.0356,0.7959,62.3,-310.1,76.16,9,16
-1.3259,0.1864,0.9404,48.65,-323.75,75.04,14,7
-1.404,0.3455,1.1283,39.97,-314.93,92.89,13,11
-2.1721,0.2904,1.0785,55.44,-306.32,117.74,7,9
-2.0467,-0.2542,0.1801,92.33,-235.97,102.34,5,8
-2.5703,-0.8091,-1.2015,136.85,-107.1,24.57,8,3
-2.541,1.706,-0.9082,-56.28,66.64,-14.91,4,11
-0.1259,1.1639,0.5041,-296.24,185.78,-48.65,8,298
-2.5098,-1.8002,1.8173,52.36,290.43,-28.91,3,823
-1.221,0.6471,0.568,129.92,150.64,-54.11,6,1128
-0.8433,-0.6344,0.8969,-226.73,36.19,-29.89,7,1102
-0.7413,0.8696,0.8394,-23.38,11.9,-23.03,3,1022
-0.6076,0.1757,0.8701,-0.84,10.85,-2.38,4,832
-0.6207,0.2347,0.8032,-6.44,6.93,0.56,3,589
-0.6324,0.2284,0.7901,-15.54,3.43,-2.24,11,453
-0.6041,0.1498,0.815,-10.29,-0.21,-3.5,35,350
-0.5998,0.1088,0.8072,-5.18,5.46,-4.83,71,243
-0.6061,0.1625,0.8062,-0.98,6.09,-9.1,139,96
-0.5978,0.1391,0.8428,1.96,11.34,-10.29,236,28
-0.59,0.1269,0.8638,12.32,27.37,-9.59,361,24
-0.5275,0.2006,0.9531,5.6,57.82,-13.3,485,20
-0.4817,0.101,1.0204,-0.84,126.63,-15.26,576,17
-0.51,0.2889,0.9604,3.85,201.74,-24.22,638,20
-0.345,0.5085,0.9682,-27.09,322.42,-56.49,538,18
-1.4089,-0.0991,1.0785,-91.14,435.19,-63.63,170,18
-2.8548,0.1059,1.3806,54.95,395.29,-68.67,18,12
-1.1702,1.0975,1.5919,85.05,163.73,-89.39,12,9
0.6139,0.8886,1.4167,-23.31,-111.16,-76.58,14,18
0.0312,0.2689,0.9399,5.81,-144.62,-19.81,9,5
-0.4841,0.4577,0.8262,-10.92,-241.85,56.56,22,11
-0.5714,0.1386,0.6529,4.97,-304.29,83.93,14,16
-0.957,0.1523,0.7769,33.81,-299.6,68.74,16,12
-1.3113,0.3299,0.8335,49.35,-325.43,58.1,9,14
-1.3718,0.5373,0.9921,37.8,-305.41,82.18,10,10
-2.1638,0.4724,1.1151,60.13,-299.81,142.66,9,9
-2.1106,0.0791,0.5422,64.4,-252.7,163.66,6,16
-2.3766,-0.3792,-0.5529,149.45,-160.44,129.43,7,12
-2.4151,-0.8423,-1.3801,96.88,-10.5,5.04,4,7
0.5402,0.8794,-0.6539,-322.21,200.06,-40.32,6,52
-1.3991,-0.9067,0.9843,30.87,307.23,21.84,8,612
-1.0502,-0.3987,0.6656,46.76,138.88,-77.84,7,1000
-0.4412,0.4665,1.5528,-424.55,67.62,-18.27,6,1022
-0.5451,0.5968,0.9584,73.01,1.47,-10.43,12,968
-0.632,-0.1781,0.8057,26.6,3.78,-0.7,4,822
-0.629,0.0498,0.7993,0.98,4.34,1.54,6,609
-0.6134,0.1513,0.8028,-9.03,-2.17,-2.45,20,442
-0.5836,0.1405,0.8345,-1.54,3.36,-3.36,56,288
-0.5822,0.1391,0.8213,-1.54,9.03,-4.48,107,89
-0.6012,0.1615,0.8198,-3.01,10.64,-8.33,220,33
-0.5807,0.1508,0.8447,2.31,19.11,-9.31,311,16
-0.5661,0.1371,0.8755,8.61,39.13,-10.01,407,21
-0.568,0.0981,0.9238,-3.29,70.84,-10.15,519,12
-0.5109,0.1659,0.9716,-4.97,124.11,-14.14,615,14
-0.5573,0.1903,0.9584,6.37,186.9,-17.01,655,18
-0.4211,0.5124,1.0014,-7.49,287.84,-54.88,568,15
-1.1639,0.0327,1.1858,-72.8,442.89,-86.31,181,20
-2.9851,0.2318,1.4806,53.69,398.3,-70.28,17,11
-0.8516,1.2224,1.8456,72.38,135.24,-88.2,9,9
0.5661,0.8169,1.4464,5.18,-75.11,-77.56,16,9
-0.0224,0.3094,1.0077,50.05,-135.66,3.22,6,6
-0.4534,0.2913,0.8882,7.35,-217.28,85.68,8,13
-0.5861,0.0464,0.8086,20.44,-269.01,105,11,13
-0.9784,-0.0415,0.8965,39.62,-290.29,72.45,14,7
-1.3117,0.0483,0.9238,70.49,-318.57,49.21,10,11
-1.3923,0.3436,1.0555,52.5,-313.11,53.69,8,9
-1.9457,0.4953,1.1522,46.9,-291.41,76.02,10,11
-2.4766,-0.243,0.5578,125.93,-283.15,139.65,0,7
-2.3209,-0.487,-0.5212,68.53,-167.65,129.71,7,10
-2.8206,-1.425,-1.8642,94.22,-6.93,28.98,9,12
-1.3127,0.0649,-0.9199,-389.06,199.85,-104.37,7,111
-2.7479,-0.3684,2.0081,-52.01,262.71,-53.76,9,867
-2.3258,1.2834,1.1629,187.81,98,-65.24,10,1040
-0.9526,-0.6339,0.7666,17.22,21.91,-17.64,9,993
-0.6324,0.2987,0.8969,-35.21,7.14,-10.92,7,887
-0.5958,0.1703,0.8486,17.92,4.06,-3.36,10,728
-0.6046,0.1708,0.813,1.54,-0.07,0,16,536
-0.5983,0.1552,0.8042,-3.22,-0.21,-2.31,37,352
-0.5802,0.1654,0.8237,-8.33,2.66,-5.67,88,188
-0.5939,0.1269,0.8198,-7.63,6.58,-6.09,132,57
-0.5876,0.1566,0.8267,-1.12,13.58,-6.72,234,24
-0.5958,0.1157,0.8272,2.1,21.28,-7.14,326,16
-0.5749,0.1566,0.8589,2.94,37.59,-11.13,414,17
-0.5407,0.1313,0.9501,-0.42,67.76,-12.67,538,15
-0.5217,0.0776,0.9706,-3.36,126.14,-14.21,617,20
-0.5158,0.285,0.978,1.75,193.83,-23.66,648,14
-0.386,0.4812,0.9955,-13.23,299.32,-69.79,554,16
-1.2893,-0.0473,1.1292,-72.31,425.81,-56.21,186,20
-2.5269,0.2747,1.361,20.93,417.06,-65.59,24,12
-1.4098,0.7793,1.6948,93.1,168.91,-63.63,15,12
0.5607,0.6637,1.4855,3.57,-114.38,-79.73,13,12
-0.081,0.283,1.0175,38.57,-166.6,-32.27,17,16
-0.3806,0.367,0.8306,0.49,-248.85,42.14,16,14
-0.7091,0.2328,0.792,42.98,-274.89,90.09,13,14
-0.8735,-0.06,0.8911,52.15,-299.74,77.28,14,11
-1.1468,0.1074,0.917,98.42,-304.43,48.02,12,8
-1.4264,0.304,1.1395,80.43,-293.02,53.97,10,12
-1.9993,0.3143,1.2449,55.09,-291.97,100.1,13,16
-2.0267,0.3011,0.4231,98.77,-225.96,141.33,5,9
-2.2126,-0.4817,-0.8335,81.62,-189.28,132.02,6,8
-1.7573,-0.2786,-1.2171,62.79,34.51,10.22,9,10
0.3089,-1.0053,2.3707,-176.89,171.01,-47.46,11,408
-2.6679,-0.4612,1.4411,-106.96,214.06,-61.25,7,879
-2.8333,0.8574,0.9326,201.46,49.35,-58.94,3,952
-0.7271,-0.4782,0.9648,1.61,-2.94,-16.31,10,968
-0.6339,0.2928,0.8613,-19.6,-3.85,-5.88,8,882
-0.5988,0.185,0.8623,-13.02,-0.7,-0.98,11,727
-0.5695,0.1972,0.8413,1.61,1.19,0.35,42,532
-0.5739,0.1191,0.8345,4.48,1.82,-2.94,97,342
-0.5822,0.103,0.8403,-1.19,3.43,-4.55,158,156
-0.5719,0.1425,0.8408,-2.1,8.26,-5.32,223,50
-0.5768,0.1142,0.8369,6.09,13.79,-5.74,314,34
-0.5836,0.1288,0.8467,-3.71,22.26,-9.66,412,19
-0.5329,0.2069,0.9126,-6.3,42.84,-15.12,508,13
-0.5266,0.1157,0.9536,-4.62,76.3,-12.74,636,11
-0.5109,0.0361,1.0028,-8.89,134.54,-10.29,724,9
-0.489,0.4207,0.9945,-13.72,207.97,-31.08,740,16
-0.4831,0.4094,0.954,-67.97,334.18,-87.71,537,13
-1.6787,-0.3465,0.9472,-54.81,433.79,-88.97,132,16
-2.8143,0.3338,1.3557,71.19,316.75,-88.2,18,11
-0.3123,1.4972,2.6372,-56.98,45.22,-71.68,15,8
0.3026,0.0922,1.4459,5.74,-100.45,-18.27,16,6
-0.1035,0.61,1.1341,18.69,-189.07,57.05,11,5
-0.5363,-0.0346,0.8764,47.32,-255.08,99.96,10,6
-0.8262,-0.0244,0.8608,58.03,-274.75,85.26,16,8
-1.0263,-0.1747,0.8926,86.24,-276.85,61.39,7,14
-1.4513,0.0083,1.018,81.2,-291.69,48.3,12,9
-1.4342,0.1718,1.1068,63.7,-292.04,61.95,14,8
-1.8027,0.1723,1.0097,63.42,-282.73,93.38,20,12
-2.3785,-0.0205,0.2323,63.98,-240.45,105.07,13,6
-2.584,-1.1405,-1.3522,99.61,-104.09,48.79,7,9
-1.605,-0.9906,-0.5085,-7.49,69.37,-46.9,14,9
1.567,-0.6705,1.0165,-132.51,227.29,-26.11,3,500
-2.3248,-0.7774,1.2107,-54.18,178.08,-85.75,5,995
-3.2091,1.8876,1.4381,14.7,45.36,-62.58,8,1060
-0.854,-0.4329,1.0224,68.04,1.12,-15.61,6,1013
-0.6383,-0.0795,0.8208,-36.05,2.24,-3.99,5,888
-0.5915,0.0991,0.8394,-3.43,5.88,1.82,7,707
-0.5973,0.1571,0.8237,-6.65,0.7,2.59,7,524
-0.588,0.1684,0.8237,-6.72,-0.07,-1.4,20,379
-0.5612,0.1454,0.8398,-7.63,3.22,-3.43,58,269
-0.5822,0.1322,0.8262,-2.94,5.74,-4.62,106,127
-0.588,0.1298,0.834,-1.47,13.02,-6.72,210,39
-0.5758,0.1103,0.8589,6.79,24.78,-7.84,316,17
-0.5505,0.1249,0.8901,9.17,46.83,-8.26,398,17
-0.53,0.1142,0.9623,-1.12,84.42,-9.73,514,22
-0.5144,0.1054,0.9672,3.01,146.44,-13.37,606,18
-0.4738,0.3367,1.0224,-14.84,228.13,-35.42,618,14
-0.4226,0.2938,1.058,-62.86,363.72,-68.81,391,19
-1.6572,-0.3621,1.2122,15.96,466.69,-40.67,79,18
-2.5059,0.0244,1.3278,175.49,313.6,-39.69,15,11
-1.5431,1.1429,2.0472,-72.52,-1.4,-90.44,9,8
0.3958,-0.1698,1.0687,51.1,-111.16,-51.73,13,10
-0.2377,0.4197,0.9116,62.09,-187.95,21.07,13,6
-0.5241,-0.0888,0.7754,58.1,-255.36,82.53,10,8
-0.8369,-0.0669,0.8359,71.19,-285.67,69.02,14,9
-1.0804,-0.0922,0.8716,91.63,-294.42,39.62,13,5
-1.3059,0.0874,1.0643,78.61,-288.89,39.48,7,7
-1.7334,0.1566,1.239,61.25,-291.55,61.32,8,6
-2.3019,-0.1601,0.9121,99.54,-283.64,87.85,3,6
-2.4961,-1.8144,-0.2772,97.86,-224.91,73.22,0,7
-2.0359,-0.3977,-1.4386,70.77,-49.56,6.37,6,11
-2.2741,-0.6222,-0.7964,-286.23,133,-129.57,8,56
-0.7974,0.5422,0.7852,167.37,263.55,-45.29,9,598
-1.4616,-0.0771,0.7037,13.02,136.01,-47.32,7,903
-0.7115,-0.3367,0.7608,-207.34,6.44,-16.31,0,926
-0.6944,0.4153,0.8926,9.1,-3.01,-6.16,9,904
-0.5695,0.1191,0.8506,15.75,-0.77,-1.12,6,800
-0.5724,0.1122,0.8433,4.76,-0.35,1.89,7,676
-0.5724,0.1488,0.8257,-0.91,3.15,-0.91,21,473
-0.5627,0.121,0.8389,0.63,3.36,-2.1,63,354
-0.5871,0.1288,0.856,-1.33,7.98,-1.96,99,199
-0.5836,0.1723,0.8311,-1.4,9.73,-5.53,176,70
-0.5729,0.1523,0.8477,1.12,14.63,-7.21,263,31
-0.5558,0.1405,0.8725,7.91,29.4,-6.58,370,20
-0.5563,0.181,0.9008,7.63,53.34,-9.24,479,15
-0.5187,0.12,0.957,3.22,91.28,-11.76,575,15
-0.5173,0.081,0.9633,1.26,147.91,-12.04,623,14
-0.5202,0.2489,0.9848,-0.42,221.06,-18.9,610,10
-0.527,0.327,1.0014,-45.78,330.47,-49.7,371,14
-1.465,-0.2747,1.1502,-11.06,437.43,-24.08,108,14
-2.8489,-0.0166,1.1566,142.38,358.75,-33.88,14,13
-0.7808,1.1424,2.5137,57.26,52.64,-85.61,20,7
0.2308,-0.1713,1.241,80.78,-122.36,-87.92,11,8
-0.1786,0.3699,1.0536,75.04,-185.08,32.9,14,14
-0.4797,-0.1976,0.9316,44.45,-247.87,105.98,15,8
-0.8706,-0.2015,0.9575,73.29,-299.95,79.8,16,11
-1.0931,-0.4797,0.9843,86.73,-310.1,10.78,12,5
-1.2337,-0.1083,1.035,73.64,-296.94,-15.47,8,10
-1.6006,0.0068,1.1307,78.54,-283.57,-4.34,6,12
-1.9949,-0.1059,0.9091,93.8,-276.71,51.45,9,7
-2.4307,-0.142,0.0893,93.1,-237.86,92.4,7,0
-2.3068,-1.1058,-1.6948,64.05,-78.82,40.74,5,7
-0.0966,0.406,-1.9569,-119.14,164.15,-104.02,9,28
-0.7842,0.2528,0.8628,45.22,276.15,-33.88,12,587
-1.7758,-0.3245,1.3049,-100.8,138.95,-64.4,3,934
-0.5051,0.3787,1.4098,-240.1,26.74,-27.16,2,938
-0.65,0.163,0.8623,39.34,0.42,-8.82,0,926
-0.6149,-0.0878,0.855,2.66,-2.1,-2.38,5,847
-0.6041,0.0781,0.834,-3.15,-2.03,3.43,12,711
-0.5646,0.1508,0.8457,-3.78,0.14,1.47,5,549
-0.5822,0.1527,0.8281,-3.5,0.63,-1.33,16,428
-0.57,0.1454,0.8442,-3.5,4.55,-1.89,44,316
-0.5758,0.1596,0.8208,-2.38,7.35,-4.62,95,140
-0.5724,0.1537,0.8408,0.91,11.83,-6.93,165,56
-0.5734,0.1322,0.8672,5.88,22.33,-7.35,262,29
-0.5436,0.1576,0.8804,9.73,40.74,-8.75,370,17
-0.5187,0.1532,0.9496,-0.84,72.73,-11.83,490,9
-0.5002,0.1074,0.9882,1.26,125.16,-9.87,588,18
-0.5041,0.3021,0.9775,11.83,197.26,-9.66,595,13
-0.3982,0.4168,0.9789,-0.77,297.43,-29.54,496,15
-1.1785,-0.102,1.1258,-39.2,432.32,-29.47,180,15
-2.8192,0.3187,1.2717,43.19,404.25,-46.41,9,17
-1.2098,0.5876,1.5489,85.82,174.72,-58.52,11,11
0.5012,0.9472,1.6216,46.34,-109.41,-128.94,8,8
-0.1157,0.2162,1.1082,46.69,-173.25,-66.92,14,6
-0.4499,0.3123,0.7779,12.04,-255.99,55.79,16,9
-0.7828,0.1171,0.7998,32.83,-272.86,80.36,6,12
-0.9209,-0.1069,0.8311,46.83,-292.39,45.99,5,15
-1.2195,0.2079,0.8945,78.05,-279.51,25.06,10,8
-1.4894,0.4616,1.0687,46.34,-276.99,71.61,12,7
-1.8744,0.4114,0.9809,40.18,-261.1,129.36,7,2
-2.7601,-0.1327,-0.0864,99.19,-215.53,188.02,7,9
-2.3795,-0.3894,-0.4255,26.81,-170.87,141.89,9,6
-1.6797,-0.4802,-1.0307,111.79,5.95,29.4,2,7
-0.6393,-0.5163,-0.4363,-238.63,170.94,2.94,0,224
-2.1584,-0.3914,1.5504,-168.21,275.03,-18.41,5,718
-1.7856,0.8418,0.5836,198.66,132.93,-64.33,8,932
-0.8067,-0.5558,0.3582,-77.91,9.73,-18.9,7,949
-0.6002,0.3396,0.8813,-9.38,4.76,-11.55,8,878
-0.6261,0.1332,0.8369,-13.51,1.89,-3.15,18,686
-0.5856,0.1889,0.8345,-4.69,5.11,-2.1,51,457
-0.5714,0.1562,0.8291,-1.61,7.35,-4.69,99,224
-0.588,0.1249,0.8198,-1.54,10.43,-6.58,165,45
-0.5876,0.1113,0.8286,-1.12,14.77,-7.63,252,19
-0.59,0.1327,0.8316,1.26,20.79,-7.77,325,23
-0.5783,0.1771,0.8545,1.47,32.62,-9.59,434,25
-0.5963,0.1025,0.8677,-2.38,51.38,-10.43,541,16
-0.571,0.12,0.9238,1.96,80.78,-9.73,624,12
-0.5085,0.1122,0.9565,2.73,138.88,-15.89,672,6
-0.51,0.2606,0.9677,6.58,216.86,-13.23,667,16
-0.4875,0.3753,0.9843,-33.81,329.14,-70.49,448,16
-1.6919,-0.243,0.9623,-63.63,415.73,-65.59,94,16
-2.7167,0.3314,1.2327,20.44,323.68,-104.23,16,11
-0.7847,0.9853,2.3487,-51.38,68.95,-70,11,3
0.1444,0.203,1.2244,-38.22,-131.46,-67.2,19,9
-0.2303,0.7525,0.9404,-47.32,-211.75,-2.52,14,12
-0.426,0.2425,0.6593,-26.25,-251.58,57.68,7,12
-0.9443,0.4753,0.7222,-8.05,-276.92,74.13,21,12
-1.5133,0.2503,0.794,1.19,-289.94,80.71,18,11
-1.2439,0.4699,0.7764,-25.55,-263.62,91.84,17,6
-1.4679,0.6446,0.8599,-7.77,-241.5,119.42,8,5
-1.6602,0.487,0.8325,31.57,-226.17,141.4,10,10
-1.869,-0.3802,0.9877,84.7,-166.18,162.96,9,7
-2.4585,0.0122,0.1757,62.02,-149.66,120.54,6,10
-1.5821,-0.3601,-0.5588,50.19,-88.41,25.62,3,10
-1.9144,-0.2513,-0.8442,-84.56,74.27,14.28,7,18
-0.5358,-0.3406,2.4234,27.86,300.37,12.95,12,514
-1.9691,-0.9467,0.8999,-32.2,125.65,-63.42,3,912
0.002,0.6456,0.9043,-204.75,47.81,-36.4,7,955
-0.4875,-0.0068,0.9335,45.99,5.53,-12.81,7,944
-0.5949,-0.0239,0.8394,-6.09,11.83,-3.99,0,819
-0.5739,0.2445,0.8301,-6.44,12.04,-3.36,12,629
-0.5944,0.1191,0.8301,-16.17,9.87,-3.92,39,431
-0.5656,0.0986,0.8472,-11.13,11.06,-4.62,101,292
-0.588,0.1991,0.8169,0.21,16.52,-7.98,184,96
-0.57,0.1806,0.852,3.64,16.52,-12.6,275,25
-0.589,0.1962,0.8525,-2.31,21.49,-16.59,389,22
-0.5632,0.1474,0.9072,-6.51,43.26,-20.3,533,18
-0.5885,0.103,0.8916,-6.58,70,-22.4,648,15
-0.5851,0.1342,0.9038,-14.56,104.44,-25.76,735,22
-0.6027,0.2001,0.9526,-20.51,149.24,-26.39,836,9
-0.5319,0.4592,0.9209,-37.31,225.82,-39.27,811,11
-0.6715,0.7218,1.0004,-78.68,339.71,-135.87,480,23
-1.93,0.2035,1.1209,-75.46,402.64,-156.38,82,20
-2.46,0.5749,1.3298,-13.3,243.46,-138.67,24,14
-0.9648,0.3606,1.9657,6.37,-63.28,-8.61,14,16
0.0029,0.5026,1.0936,-43.89,-100.66,50.96,18,7
-0.4036,0.222,0.8833,0.98,-203.63,85.89,11,8
-0.3192,0.1493,0.5998,35.21,-256.06,93.24,16,7
-0.8125,0.1542,0.712,46.27,-259.21,87.01,16,7
-0.975,0.1176,0.7686,55.65,-272.58,87.99,14,6
-1.1082,0.102,0.9213,53.06,-273.35,94.64,13,12
-1.3469,0.3318,1.0814,41.37,-265.09,113.61,20,11
-1.7553,0.3294,1.12,33.95,-241.36,139.79,13,9
-2.6118,0.1342,0.6041,63,-245.84,156.24,15,5
-2.3019,-0.8052,-0.9467,74.06,-152.74,116.41,16,7
-2.0579,0.1523,-1.3186,49.91,54.95,50.26,11,6
-0.5383,0.9096,0.1279,-200.2,80.99,-7.7,10,56
-1.3766,-1.1146,1.1048,-93.24,346.78,-20.37,6,718
-2.3844,0.3216,0.6456,79.94,142.38,-64.47,10,1077
-1.6607,-0.3943,0.06,-161.07,8.61,-12.95,6,1032
-0.4909,0.5388,0.9335,3.78,8.68,-16.1,7,929
-0.6198,0.1074,0.853,5.04,5.39,-9.38,6,760
-0.612,0.1357,0.832,-1.61,7,-0.98,27,506
-0.6159,0.1508,0.8072,-7.14,9.1,-0.49,73,283
-0.6173,0.1874,0.7935,-9.59,7.28,-4.76,120,119
-0.6159,0.0893,0.8091,-8.19,7.77,-6.02,171,52
-0.6251,0.1293,0.8067,-1.96,9.87,-8.12,255,27
-0.6207,0.1347,0.8135,2.45,14.49,-10.57,367,22
-0.5851,0.1293,0.8628,2.17,24.36,-14.28,481,18
-0.5744,0.1025,0.914,-8.4,52.08,-17.64,588,13
-0.5412,0.062,0.9511,-6.3,99.54,-16.66,685,15
-0.5173,0.2982,1.0077,11.41,176.33,-26.6,744,6
-0.4133,0.5222,1.0731,-16.66,287.84,-72.87,670,6
-1.5709,-0.2791,1.0878,-138.25,464.03,-104.23,169,15
-3.1515,0.122,1.4152,22.12,357.56,-94.43,15,16
-0.3094,1.4254,2.157,-22.19,85.61,-70.91,17,2
0.5627,0.8355,1.4074,-69.16,-86.17,-19.81,18,7
-0.2777,0.3387,1.0019,-2.73,-179.62,19.46,18,5
-0.4831,0.3421,0.7652,-26.53,-259.49,61.88,12,11
-0.5573,0.3392,0.67,11.69,-285.6,86.8,16,10
-1.1151,0.1279,0.854,31.43,-302.47,84.42,12,7
-1.2532,0.3865,0.8394,58.38,-315.49,68.53,11,7
-1.4459,0.6256,1.0238,43.12,-280.7,76.23,13,6
-2.0852,0.446,1.0819,46.55,-252.91,130.69,7,10
-2.4522,0.7457,-0.2699,3.43,-162.89,180.18,18,13
-2.1599,-0.6105,-0.6695,27.51,-166.04,159.81,11,4
-2.7626,0.1337,-1.0926,-6.37,47.18,8.12,10,8
1.3171,-1.3196,1.9091,-103.39,336,74.69,7,481
-2.4161,-1.0809,2.076,-225.61,150.57,-67.62,5,921
-3.1383,2.4703,0.8316,158.27,-24.99,-54.95,4,963
-0.9228,-0.9106,0.814,-12.67,0.63,-24.36,7,946
-0.612,0.1254,0.8638,-46.69,5.11,-4.62,6,857
-0.5714,0.2098,0.8799,-11.2,9.94,2.03,11,694
-0.5046,0.2367,0.8008,-8.82,3.85,-3.08,53,463
-0.5695,0.164,0.8501,-7.63,3.57,-5.95,112,304
-0.5656,0.1142,0.8545,-1.68,11.97,-4.83,178,87
-0.6056,0.141,0.835,2.66,16.31,-5.46,268,27
-0.6051,0.1713,0.8394,-5.25,18.83,-8.61,374,26
-0.5695,0.1796,0.874,-2.52,30.73,-14.7,488,24
-0.5734,0.0786,0.8935,-1.54,59.08,-15.05,602,13
-0.5178,0.1093,0.9784,-8.68,108.08,-15.68,705,15
-0.5114,0.0654,0.9882,0,182.91,-13.16,759,9
-0.4558,0.5324,1.0063,-4.62,284.48,-53.34,655,15
-1.0097,0.2894,1.1029,-113.26,417.97,-112.84,283,16
-2.2458,0.3436,1.2171,-13.72,441.56,-109.9,23,13
-2.0193,0.7227,1.382,65.38,194.11,-125.65,15,12
0.6285,1.0146,1.5309,6.72,-97.16,-43.47,9,12
-0.0512,0.0956,0.9784,1.12,-139.16,27.93,12,10
-0.303,0.3972,0.8486,2.94,-228.2,90.44,11,11
-0.7584,-0.0673,0.7745,34.51,-271.81,115.99,11,13
-0.996,-0.021,0.7871,52.5,-306.88,86.73,13,11
-1.1585,0.2054,0.8462,52.85,-297.57,74.76,10,14
-1.4591,0.2752,1.1019,35.63,-278.18,87.01,10,12
-1.9139,0.3343,1.1058,39.97,-293.93,96.6,11,7
-2.3014,0.042,0.6656,88.55,-272.79,128.17,14,9
-2.235,-0.5353,-0.364,87.85,-185.64,100.31,16,7
-2.316,-0.8174,-1.5914,100.24,-31.01,32.27,13,7
0.2342,0.8359,-1.218,-294.14,160.65,-71.82,11,67
-1.3869,-0.3357,1.0004,-64.05,334.95,-18.06,9,720
-1.0726,0.2054,0.5954,18.76,155.54,-52.22,0,1092
-0.7086,-0.4104,0.6959,-208.95,28,-26.53,10,1082
-0.7013,0.4148,0.8316,-1.82,9.94,-14.21,10,983
-0.6295,-0.0112,0.854,9.8,10.43,-4.34,6,816
-0.6149,0.2391,0.8057,0.49,10.36,0.07,5,595
-0.6139,0.2025,0.7896,-4.34,5.18,-1.82,17,383
-0.6222,0.1484,0.8013,-12.67,0.63,-5.04,52,212
-0.6066,0.1283,0.8057,-2.66,3.92,-4.2,112,82
-0.6202,0.1474,0.8115,-7,9.24,-6.86,196,32
-0.6149,0.142,0.8252,4.69,14.84,-7.63,290,12
-0.5817,0.1537,0.8662,7.84,34.51,-10.29,415,13
-0.5378,0.1005,0.9462,-1.89,72.8,-13.09,535,13
-0.5031,0.062,1.0082,-3.92,133.63,-14.49,617,11
-0.4377,0.2054,0.978,7.98,216.51,-16.8,637,13
-0.2943,0.5861,1.0028,-28.07,337.89,-56.21,511,15
-1.4762,-0.3675,1.0331,-46.06,482.44,-40.88,127,10
-3.09,0.1025,1.2517,106.96,350.7,-63.42,17,16
-0.7276,1.7002,2.6376,-4.76,41.3,-75.53,22,9
0.3777,0.467,1.3396,-10.71,-127.05,-84.7,16,7
-0.1601,0.4519,0.9106,19.04,-210.63,4.83,18,10
-0.5388,0.2089,0.7603,-2.73,-259.7,89.04,12,7
-0.7662,0.1215,0.7183,15.47,-291.13,91.63,11,9
-0.9643,0.0181,0.7969,45.64,-293.65,54.46,7,3
-1.2956,0.2059,0.9457,55.3,-283.29,45.01,16,6
-1.6309,0.4895,1.1678,27.3,-286.02,61.46,7,5
-2.035,0.2235,1.0697,40.39,-277.34,100.87,9,6
-2.5762,-0.0112,0.3396,116.41,-245.7,138.81,4,7
-2.461,-0.771,-1.1087,82.11,-148.05,103.32,12,8
-1.1068,0.244,-0.6656,42.42,109.83,-0.7,5,8
0.4943,-1.0092,1.8788,-12.39,193.06,-12.25,7,491
-2.0774,-0.9355,1.12,11.9,171.5,-79.03,7,917
-2.0872,1.8095,1.1097,64.47,85.4,-69.86,16,1025
-1.0795,-0.5144,0.8442,54.88,13.65,-25.27,10,1016
-0.6046,0.162,0.8647,-44.38,5.39,-10.71,8,927
-0.5851,0.1986,0.8672,-12.95,6.79,-2.52,2,796
-0.6041,0.2079,0.8213,-10.43,4.76,1.4,8,624
-0.5978,0.1952,0.813,-8.61,2.24,-1.61,7,445
-0.5778,0.1293,0.833,-10.64,2.24,-5.18,48,306
-0.5807,0.1191,0.8345,-8.12,8.61,-7.7,132,128
-0.6017,0.1381,0.8281,0.98,11.97,-9.73,229,33
-0.5832,0.1244,0.8428,6.23,18.06,-9.87,336,17
-0.5666,0.1415,0.8838,5.32,33.81,-11.62,471,15
-0.5275,0.0986,0.9662,0,70.28,-12.6,582,12
-0.4709,0.0712,1.0238,0.7,132.44,-13.93,670,11
-0.4651,0.2923,1.0253,-2.24,218.05,-28.28,708,11
