ax,ay,az,gx,gy,gz,toe,heel
-0.571,0.0966,0.8462,-0.49,-2.03,1.4,6,461
-0.5714,0.0966,0.8457,-0.77,-2.24,1.47,8,460
-0.5719,0.0947,0.8472,-0.28,-2.66,0.91,9,457
-0.569,0.0971,0.8467,-0.21,-2.45,0.91,3,457
-0.57,0.0961,0.8467,-0.49,-2.59,1.26,7,458
-0.5719,0.0947,0.8477,-0.35,-2.03,1.33,8,458
-0.571,0.0971,0.8486,-0.35,-2.17,0.98,5,463
-0.571,0.0966,0.8481,-0.14,-2.52,0.98,3,456
-0.5729,0.0937,0.8481,-0.07,-2.59,0.63,5,453
-0.5705,0.0952,0.8467,-0.49,-2.31,1.19,3,455
-0.5714,0.0971,0.8511,-0.28,-2.52,1.05,5,461
-0.571,0.0937,0.8457,-0.63,-2.45,1.12,3,459
-0.5719,0.0981,0.8481,-0.42,-2.38,1.4,6,461
-0.571,0.0952,0.8486,-0.42,-2.73,1.19,7,461
-0.5739,0.0981,0.8457,-0.63,-2.66,1.33,8,461
-0.5719,0.0952,0.8472,-0.07,-2.45,1.05,8,462
-0.57,0.0961,0.8501,-0.28,-2.52,1.26,5,462
-0.569,0.0956,0.8457,-0.7,-2.24,1.54,7,463
-0.571,0.0961,0.8496,-0.7,-2.31,1.33,4,466
-0.5719,0.0986,0.8486,-0.42,-2.59,1.12,5,461
-0.5695,0.0952,0.8457,-0.63,-2.31,1.4,6,463
-0.5695,0.0976,0.8496,0,-2.8,0.56,6,462
-0.5685,0.0966,0.8496,-0.49,-2.38,1.19,9,466
-0.57,0.0986,0.8491,-0.35,-2.45,1.19,4,464
-0.5719,0.0952,0.8467,-0.28,-2.45,1.19,5,463
-0.571,0.0947,0.8462,-0.35,-2.52,1.33,7,463
-0.5714,0.0981,0.8481,-0.42,-2.52,1.19,7,466
-0.57,0.0981,0.8472,-0.49,-2.17,1.19,7,464
-0.5695,0.0937,0.8467,-0.49,-2.52,1.05,10,461
-0.5666,0.0947,0.8486,-0.56,-2.45,1.33,3,464
-0.5685,0.0961,0.8496,-0.42,-2.31,1.05,5,462
-0.5714,0.0952,0.8477,-0.56,-2.45,1.26,8,466
-0.5714,0.0961,0.8486,-0.21,-2.24,1.19,5,463
-0.5719,0.0961,0.8491,-0.56,-2.38,1.19,4,465
-0.571,0.0956,0.8472,-0.35,-2.03,1.26,3,465
-0.5705,0.0952,0.8501,-0.21,-2.59,1.05,5,463
-0.5714,0.0966,0.8506,-0.28,-2.17,1.05,12,459
-0.568,0.0952,0.8467,-0.49,-2.1,1.05,10,463
-0.57,0.0966,0.8462,-0.49,-2.52,1.12,5,465
-0.5705,0.0956,0.8506,-0.42,-2.45,1.12,10,464
-0.5714,0.0966,0.8496,-0.42,-2.66,1.05,3,464
-0.568,0.0961,0.8472,-0.35,-2.52,1.12,8,463
-0.5705,0.0942,0.8467,-0.42,-2.38,1.33,5,469
-0.5724,0.0981,0.8491,-0.49,-2.59,1.12,8,470
-0.568,0.0966,0.8481,-0.98,-2.59,1.54,7,463
-0.569,0.0956,0.8481,-0.35,-2.45,1.12,4,463
-0.5671,0.0956,0.8511,-0.42,-2.38,1.19,4,467
-0.569,0.0956,0.8486,-0.28,-2.59,1.05,6,470
-0.5729,0.0961,0.8462,-0.28,-2.66,1.05,7,472
-0.568,0.0937,0.8486,-0.42,-2.31,1.19,6,470
-0.5705,0.0956,0.8491,-0.42,-2.52,1.26,7,471
-0.5666,0.0956,0.8496,-0.56,-2.17,1.4,7,464
-0.569,0.0981,0.8481,-0.42,-2.52,1.05,0,472
-0.5685,0.0971,0.8467,-0.35,-2.59,1.12,6,467
-0.571,0.0991,0.8481,-0.56,-2.45,1.12,9,473
-0.5719,0.0971,0.8506,-0.42,-2.52,0.77,9,466
-0.57,0.0966,0.8481,-0.7,-2.59,1.33,7,468
-0.5685,0.0961,0.8486,-0.56,-2.03,1.33,5,466
-0.5695,0.0971,0.8457,-0.49,-2.03,1.26,7,464
-0.5729,0.0947,0.8496,-0.84,-2.24,1.61,5,467
-0.5714,0.0952,0.8486,-0.63,-2.52,1.33,7,468
-0.5685,0.0961,0.8472,-0.21,-2.31,1.05,6,468
-0.5719,0.0952,0.8486,-0.42,-2.31,1.19,5,465
-0.5685,0.0966,0.8442,-0.63,-2.31,1.33,8,467
-0.5705,0.0961,0.8477,-0.56,-2.38,1.33,3,468
-0.569,0.0971,0.8462,-0.77,-2.73,1.4,7,468
-0.5695,0.0966,0.8525,-0.56,-2.24,1.05,4,465
-0.57,0.0956,0.8486,-0.42,-2.31,1.05,5,471
-0.5719,0.0947,0.8477,-0.28,-2.31,1.12,9,472
-0.568,0.0942,0.8462,-0.14,-2.52,1.05,5,470
-0.5705,0.0971,0.8516,-0.56,-2.45,1.19,10,471
-0.5695,0.0981,0.8477,-0.63,-2.24,1.05,5,472
-0.5685,0.0952,0.8481,-0.49,-2.52,1.12,8,467
-0.5695,0.0947,0.8462,-0.42,-2.31,1.05,7,467
-0.57,0.0981,0.8472,-0.56,-2.45,1.12,7,459
-0.5685,0.0947,0.8477,-0.56,-2.31,1.26,6,472
-0.569,0.0971,0.8477,-0.35,-2.38,1.12,7,468
-0.569,0.0956,0.8442,-0.49,-2.66,1.12,1,466
-0.5675,0.0971,0.8491,-0.49,-2.59,1.05,7,467
-0.571,0.0966,0.8486,-0.63,-2.45,1.05,2,469
-0.569,0.0971,0.8467,-0.35,-2.45,1.19,9,472
-0.57,0.0942,0.8467,-0.49,-2.52,1.19,5,472
-0.5695,0.0961,0.8506,-0.42,-2.52,1.05,7,470
-0.5719,0.0991,0.8477,-0.14,-2.66,0.7,5,471
-0.5685,0.0937,0.8462,-0.21,-2.66,1.12,8,467
-0.5729,0.0942,0.8472,-0.49,-2.38,1.12,4,471
-0.571,0.0961,0.8481,-0.28,-2.59,0.91,7,469
-0.5705,0.0947,0.8472,-0.49,-2.52,1.33,9,468
-0.569,0.0961,0.8496,-0.28,-2.52,0.98,7,465
-0.57,0.0947,0.8477,-0.49,-2.38,1.33,3,465
-0.5719,0.0961,0.8472,-0.21,-2.03,1.12,6,465
-0.569,0.0976,0.8491,-0.28,-2.59,0.84,12,463
-0.569,0.0947,0.8486,-0.42,-2.52,1.19,13,468
-0.57,0.0976,0.8491,0,-2.8,1.19,5,463
-0.569,0.0947,0.8481,-0.35,-2.24,1.26,7,471
-0.5719,0.0956,0.8462,-0.28,-2.52,0.91,6,468
-0.568,0.0971,0.8486,-0.63,-2.38,1.4,3,467
-0.5685,0.0961,0.8467,-0.7,-2.24,1.47,8,466
-0.5695,0.0952,0.8481,-0.49,-2.31,1.19,3,467
-0.5719,0.0971,0.8472,-0.56,-2.66,1.12,6,467
-0.5714,0.0952,0.8481,-0.63,-2.24,1.19,8,461
-0.5724,0.0961,0.8481,-0.35,-2.59,0.91,0,466
-0.5695,0.0952,0.8486,-0.49,-2.59,1.05,8,467
-0.57,0.0956,0.8481,-0.63,-2.38,1.26,8,464
-0.57,0.0971,0.8501,-0.56,-2.24,1.19,4,470
-0.5714,0.0961,0.8452,-0.42,-2.1,1.4,10,465
-0.569,0.0952,0.8472,-0.28,-2.59,0.98,4,465
-0.57,0.0942,0.8472,-0.56,-2.31,1.26,8,466
-0.5695,0.0952,0.8491,-0.35,-2.59,0.98,3,464
-0.5719,0.0961,0.8472,-0.7,-2.52,1.12,6,471
-0.5675,0.0942,0.8452,-0.63,-2.52,1.33,3,468
-0.571,0.0961,0.8462,-0.28,-2.66,0.84,3,467
-0.5695,0.0937,0.8496,-0.35,-2.59,0.98,9,473
-0.57,0.0961,0.8481,0.07,-2.73,1.12,5,463
-0.568,0.0956,0.8506,-0.42,-2.45,1.26,6,476
-0.5719,0.0961,0.8486,-0.35,-2.52,1.19,7,476
-0.5685,0.0986,0.8457,-0.42,-2.38,1.47,2,467
-0.5714,0.0952,0.8486,-0.56,-2.38,1.19,9,468
-0.5714,0.0961,0.8481,-0.56,-2.38,1.26,7,471
-0.571,0.0952,0.8486,-0.42,-2.45,1.12,2,469
-0.5685,0.0961,0.8467,-0.7,-2.17,1.47,8,468
-0.5705,0.0952,0.8501,-0.14,-2.24,1.33,3,470
-0.57,0.0947,0.8457,-0.42,-2.31,1.19,8,474
-0.5714,0.0956,0.8516,-0.21,-2.66,0.84,5,465
-0.571,0.0986,0.8481,-0.77,-2.45,1.33,6,463
-0.571,0.0976,0.8496,-0.7,-2.31,1.33,6,470
-0.569,0.0952,0.8442,-0.07,-2.31,0.84,9,476
-0.5714,0.0966,0.8511,-0.35,-2.52,1.19,6,472
-0.5695,0.0956,0.8472,-0.28,-2.38,0.98,9,471
-0.57,0.0952,0.8491,-0.35,-2.66,1.26,7,467
-0.5719,0.0966,0.8481,-0.7,-2.38,1.33,8,467
-0.5675,0.0956,0.8506,-0.42,-2.38,1.26,7,473
-0.571,0.0952,0.8511,-0.35,-2.38,1.19,4,472
-0.569,0.0976,0.8506,-0.35,-1.96,1.26,3,474
-0.571,0.0966,0.8511,-0.42,-2.24,1.19,9,472
-0.568,0.0952,0.8486,-0.35,-2.73,1.05,3,472
-0.5714,0.0932,0.8481,-0.49,-2.38,1.19,9,471
-0.5685,0.0961,0.8496,-0.56,-2.17,1.4,6,472
-0.5714,0.0966,0.8467,-0.21,-2.38,0.98,12,472
-0.5729,0.0947,0.8501,-0.42,-2.94,1.26,0,472
-0.5685,0.0956,0.8467,-0.42,-1.96,1.33,8,474
-0.5695,0.0913,0.8477,0.21,-2.66,0.84,10,467
-0.569,0.0947,0.8486,-0.42,-2.38,1.12,5,472
-0.5719,0.0942,0.8491,-0.35,-2.45,1.19,11,474
-0.5661,0.0942,0.8491,-0.42,-2.59,1.12,4,471
-0.569,0.0961,0.8477,-0.56,-2.45,1.26,3,468
-0.5734,0.0966,0.8472,-0.7,-2.31,1.26,11,472
-0.5671,0.0976,0.8511,-0.77,-2.1,1.4,7,470
-0.5724,0.0947,0.8442,0.14,-2.59,1.05,7,473
-0.569,0.0947,0.8462,-0.63,-2.66,0.91,8,468
-0.57,0.0971,0.8486,-0.35,-2.66,0.77,8,470
-0.569,0.0952,0.8481,-0.35,-2.17,1.4,0,468
-0.5695,0.0952,0.8486,-0.28,-2.66,0.91,1,472
-0.57,0.0942,0.8472,-0.35,-2.38,1.26,0,472
-0.569,0.0976,0.8506,-0.21,-2.1,0.98,11,463
-0.5695,0.0956,0.8481,-0.42,-2.38,1.26,9,471
-0.5675,0.0937,0.852,-0.28,-2.66,1.05,16,474
-0.5724,0.0961,0.8472,-0.42,-2.31,1.26,7,469
-0.569,0.0947,0.8467,-0.42,-2.38,0.98,6,467
-0.5734,0.0986,0.8472,-0.77,-2.38,1.33,6,472
-0.57,0.0971,0.8506,-0.42,-2.1,1.05,6,471
-0.5714,0.0971,0.8491,-0.49,-2.24,1.26,5,467
-0.568,0.0937,0.8481,-0.35,-2.31,1.19,7,472
-0.5671,0.0956,0.8486,-0.56,-2.38,1.05,5,474
-0.5724,0.0976,0.8452,-0.42,-2.24,1.33,8,473
-0.571,0.0947,0.8472,-0.35,-2.17,1.19,9,469
-0.5695,0.0961,0.8506,-0.42,-2.38,1.19,3,468
-0.5695,0.0981,0.8442,-0.56,-2.52,1.26,7,468
-0.5705,0.0956,0.8481,-0.42,-2.38,0.98,8,469
-0.569,0.0937,0.8472,-0.56,-2.45,1.26,5,467
-0.5695,0.0956,0.8486,-0.35,-2.17,1.12,12,474
-0.5705,0.0961,0.8501,-0.56,-2.31,1.19,8,466
-0.5729,0.0952,0.8481,-0.56,-2.38,1.19,7,470
-0.569,0.0956,0.8486,-0.56,-2.45,1.12,5,471
-0.57,0.0961,0.8486,-0.28,-2.45,1.05,6,470
-0.5685,0.0952,0.8491,-0.56,-2.38,0.91,8,467
-0.5705,0.0937,0.8491,-0.49,-2.45,1.12,8,471
-0.57,0.0961,0.8467,-0.63,-2.38,1.26,8,463
-0.569,0.0971,0.8477,-0.56,-2.31,1.33,8,473
-0.5695,0.0956,0.8501,-0.63,-2.31,1.26,3,470
-0.571,0.0976,0.8491,-0.35,-2.17,1.19,12,469
-0.5685,0.0947,0.8481,-0.56,-2.31,1.19,9,470
-0.569,0.0947,0.8481,-0.35,-2.24,1.12,7,466
-0.5685,0.0927,0.8477,-0.49,-2.24,1.12,7,463
-0.5705,0.0947,0.8462,-0.35,-2.52,1.12,8,468
-0.571,0.0966,0.8486,-0.42,-2.38,1.26,6,470
-0.569,0.0947,0.8496,-0.56,-2.38,1.26,8,470
-0.568,0.0952,0.8467,-0.56,-2.24,1.4,6,468
-0.568,0.0952,0.8467,-0.63,-2.38,0.98,3,462
-0.571,0.0956,0.852,-0.14,-2.31,1.19,5,463
-0.571,0.0956,0.8452,-0.28,-2.38,1.19,12,471
-0.5695,0.0956,0.8467,-0.35,-2.03,1.19,3,472
-0.5671,0.0976,0.8486,-0.7,-2.52,1.26,6,471
-0.57,0.0952,0.8501,-0.42,-2.59,0.91,0,472
-0.569,0.0966,0.8496,-0.28,-2.52,1.19,0,461
-0.569,0.0956,0.8477,-0.42,-2.38,1.12,0,464
-0.569,0.0947,0.8477,-0.21,-2.31,0.91,7,465
-0.569,0.0991,0.8486,-0.42,-2.24,1.12,6,469
-0.568,0.0966,0.8467,-0.42,-2.17,1.4,4,463
-0.5724,0.0971,0.8525,-0.56,-2.52,1.05,6,464
-0.568,0.0956,0.8481,-0.56,-2.31,1.26,3,465
-0.5724,0.0981,0.852,-0.49,-2.24,1.19,6,471
-0.5695,0.0981,0.8472,-0.35,-2.52,1.05,12,467
-0.569,0.0937,0.8486,-0.35,-2.45,1.12,7,465
-0.5714,0.0961,0.8496,-0.35,-2.52,0.84,4,468
-0.569,0.0942,0.8481,-0.77,-2.24,1.26,7,463
-0.5675,0.0961,0.8491,-0.7,-2.38,1.47,9,468
-0.5714,0.0952,0.8496,-0.49,-2.52,1.26,5,467
-0.5714,0.0947,0.8491,-0.56,-2.45,1.19,8,469
-0.5719,0.0981,0.8447,-0.56,-2.59,0.84,5,463
-0.5729,0.0971,0.8491,-0.28,-2.73,1.05,4,462
-0.571,0.0942,0.8481,-0.42,-2.52,0.98,4,460
-0.5729,0.0942,0.8496,-0.63,-2.03,1.47,11,456
-0.5671,0.0942,0.8486,-0.42,-2.87,0.98,6,459
-0.5705,0.0947,0.8501,-0.49,-2.1,1.12,8,464
-0.5724,0.0966,0.8496,0.07,-2.66,0.63,3,462
-0.5695,0.0942,0.8501,0,-2.52,0.35,6,455
-0.57,0.0942,0.8467,-0.14,-2.52,0.84,2,453
-0.5724,0.0956,0.8481,-0.42,-2.66,1.05,3,447
-0.5724,0.0947,0.8481,-0.7,-2.31,1.05,6,447
-0.5695,0.0937,0.8486,-0.42,-2.31,1.05,8,452
-0.5714,0.0976,0.8486,-0.28,-2.66,1.12,0,458
-0.57,0.0956,0.8491,-0.42,-1.96,1.33,5,453
-0.5719,0.0976,0.8486,-0.14,-2.66,0.77,5,450
-0.5719,0.0947,0.8486,-0.56,-2.31,1.12,7,448
-0.5714,0.0976,0.8501,-0.7,-2.1,1.47,7,452
-0.5685,0.0976,0.8472,-0.49,-2.31,1.05,7,450
-0.568,0.0942,0.8462,-0.35,-2.38,1.12,7,450
-0.5724,0.0966,0.8491,-0.28,-2.59,1.19,7,439
-0.568,0.0952,0.8467,-0.63,-2.52,1.33,5,444
-0.568,0.0966,0.8491,0.07,-2.73,0.63,7,443
-0.5714,0.0981,0.8472,-0.42,-2.38,1.05,1,448
-0.5705,0.0956,0.8481,-0.49,-2.38,1.33,8,446
-0.5719,0.0976,0.8472,-0.63,-2.1,1.19,7,442
-0.568,0.0952,0.8486,-0.35,-2.31,1.33,8,443
-0.5714,0.0961,0.8496,-0.56,-2.31,1.26,4,450
-0.5714,0.0947,0.8501,-0.91,-2.17,1.4,7,447
-0.5705,0.0956,0.8481,-0.42,-2.59,0.91,7,452
-0.568,0.0942,0.8486,-0.49,-2.31,1.4,9,448
-0.5714,0.0952,0.8472,-0.49,-2.38,1.33,5,443
-0.5705,0.0952,0.8477,-0.35,-2.52,1.05,8,445
-0.5685,0.0961,0.8486,-0.42,-2.38,1.19,8,439
-0.5695,0.0956,0.8477,-0.42,-2.45,0.98,4,439
-0.5695,0.0947,0.8481,-0.28,-2.52,1.05,3,448
-0.5714,0.0952,0.8467,-0.42,-2.45,1.12,10,449
-0.57,0.0947,0.8477,-0.49,-2.45,1.33,4,448
-0.5685,0.0932,0.8506,-0.42,-2.31,1.19,4,443
-0.57,0.0961,0.8462,-0.42,-2.38,1.26,9,448
-0.5719,0.0956,0.8467,-0.49,-2.38,1.12,7,443
-0.57,0.0966,0.8491,-0.28,-2.45,1.19,2,444
-0.5714,0.0947,0.8506,-0.49,-2.52,1.26,10,449
-0.571,0.0952,0.8516,-0.63,-2.17,1.12,7,443
-0.5695,0.0942,0.8462,0.07,-2.66,0.77,5,445
-0.5719,0.0942,0.8506,-0.7,-2.52,1.33,3,441
-0.5695,0.0937,0.8491,-0.35,-2.59,1.12,11,445
-0.5685,0.0966,0.8477,-0.28,-2.45,1.05,7,445
-0.5705,0.0952,0.8477,-0.56,-2.31,1.47,9,447
-0.5719,0.0947,0.8491,-0.56,-2.52,1.19,0,443
-0.568,0.0947,0.8491,-0.56,-2.52,1.19,4,451
-0.57,0.0966,0.8491,-0.56,-2.45,1.26,3,449
-0.5695,0.0956,0.8496,-0.35,-2.38,1.19,6,450
-0.5705,0.0956,0.8481,-0.49,-2.38,1.05,8,447
-0.5685,0.0976,0.8486,-0.42,-2.38,1.26,9,443
-0.5695,0.0961,0.8496,-0.42,-2.59,1.19,1,444
-0.5714,0.0952,0.8457,-0.42,-2.45,1.12,4,447
-0.571,0.0966,0.8496,-0.35,-3.01,1.05,6,441
-0.569,0.0956,0.8496,-0.35,-2.8,0.98,5,451
-0.5714,0.0956,0.8477,-0.21,-2.52,1.05,8,445
-0.569,0.0961,0.8467,-0.42,-2.45,1.19,4,444
-0.5719,0.0942,0.8501,-0.42,-2.66,1.19,8,439
-0.57,0.0961,0.8477,-0.42,-2.24,1.19,5,448
-0.571,0.0976,0.852,-0.35,-2.52,1.12,5,445
-0.5714,0.0947,0.8477,-0.35,-2.17,1.33,3,446
-0.57,0.0966,0.8472,-0.21,-2.45,1.26,5,448
-0.571,0.0961,0.8486,-0.49,-2.52,0.84,6,442
-0.5749,0.0932,0.8501,-0.63,-2.31,1.12,9,444
-0.5695,0.0966,0.8477,-0.56,-2.1,1.19,6,447
-0.569,0.0937,0.8472,-0.35,-2.52,0.91,7,439
-0.5719,0.0961,0.8496,-0.42,-2.59,1.19,6,443
-0.569,0.0947,0.8481,-0.63,-2.38,1.05,5,439
-0.5724,0.0932,0.8481,-0.63,-2.52,1.33,4,446
-0.5719,0.0961,0.8452,-0.56,-2.45,1.12,12,443
-0.5714,0.0961,0.8481,-0.42,-2.52,1.12,3,440
-0.5695,0.0952,0.8457,-0.49,-2.24,1.12,3,443
-0.5675,0.0913,0.8477,-0.49,-2.17,1.33,5,439
-0.5705,0.0956,0.8472,-0.35,-2.45,0.91,2,448
-0.569,0.0937,0.8462,-0.42,-2.38,1.19,7,446
-0.57,0.0952,0.8511,-0.28,-2.73,1.19,0,443
-0.569,0.0942,0.8486,-0.28,-2.52,1.05,4,445
-0.5705,0.0966,0.8481,-0.42,-2.38,1.26,8,441
-0.568,0.0966,0.8457,-0.42,-2.66,1.12,5,443
-0.569,0.0932,0.8481,-0.28,-2.59,1.33,3,446
-0.5714,0.0966,0.8511,-0.56,-2.38,1.19,2,444
-0.569,0.0956,0.8477,-0.56,-2.45,1.19,5,441
-0.5705,0.0961,0.8496,-0.49,-2.38,1.33,4,443
-0.5714,0.0942,0.8486,-0.35,-2.31,0.91,3,450
-0.5729,0.0952,0.8477,-0.56,-2.45,1.26,6,449
-0.5695,0.0961,0.8447,-0.7,-2.52,1.26,5,444
-0.5729,0.0927,0.8481,-0.35,-2.17,1.26,7,446
-0.5695,0.0976,0.8491,-0.42,-1.96,1.26,8,443
-0.569,0.0952,0.8472,-0.49,-2.38,1.12,8,446
-0.5695,0.0942,0.8491,-0.49,-2.31,1.19,5,448
-0.5734,0.0971,0.8481,-0.49,-2.59,0.63,7,444
-0.571,0.0956,0.8501,-0.49,-2.45,1.05,8,448
-0.5719,0.0966,0.8496,-0.21,-2.31,1.26,7,444
-0.5714,0.0942,0.8486,-0.35,-2.59,1.19,7,445
-0.5705,0.0937,0.8477,-0.14,-2.66,0.77,8,447
-0.568,0.0961,0.8477,-0.49,-2.1,1.33,4,447
-0.5714,0.0961,0.8491,-0.35,-2.73,1.12,3,442
-0.571,0.0947,0.8496,-0.35,-2.59,0.84,3,448
-0.571,0.0942,0.8491,-0.63,-2.17,1.26,4,448
-0.57,0.0961,0.8467,-0.63,-2.45,1.19,0,448
-0.5685,0.0956,0.8442,-0.28,-2.31,1.19,7,452
-0.5705,0.0952,0.8442,-0.35,-2.52,1.19,3,443
-0.5714,0.0952,0.8467,-0.49,-2.17,1.05,10,442
-0.571,0.0981,0.8486,-0.35,-2.31,1.33,9,450
-0.5685,0.0971,0.8496,-0.63,-2.52,1.05,5,448
-0.57,0.0952,0.8477,-0.28,-2.59,1.05,6,448
-0.5719,0.0956,0.8452,-0.35,-2.24,1.12,5,448
-0.57,0.0947,0.8496,-0.28,-2.59,1.05,6,445
-0.5705,0.0947,0.8481,-0.07,-2.66,1.05,10,451
-0.5705,0.0956,0.8467,-0.35,-2.52,1.12,8,451
-0.571,0.0956,0.8481,-0.63,-2.38,1.54,6,449
-0.5695,0.0937,0.8506,-0.56,-1.96,1.26,0,447
-0.5685,0.0932,0.8472,-0.42,-2.38,0.98,7,448
-0.569,0.0976,0.8472,-0.56,-2.31,1.26,6,448
-0.5714,0.0971,0.8491,-0.63,-2.59,1.26,6,452
-0.5714,0.0952,0.8467,-0.21,-2.66,0.98,3,448
-0.5685,0.0961,0.8506,-0.42,-2.59,0.98,6,451
-0.57,0.0942,0.8477,-0.35,-2.17,1.4,13,450
-0.5714,0.0956,0.8491,-0.49,-2.24,1.26,10,456
-0.57,0.0942,0.8486,-0.56,-2.17,1.4,8,447
-0.5724,0.0947,0.8477,-0.42,-2.24,1.26,8,455
-0.5695,0.0961,0.8506,-0.42,-2.31,1.33,8,447
-0.57,0.0937,0.8477,-0.49,-2.24,1.19,5,447
-0.5719,0.0952,0.8462,-0.42,-2.31,1.19,5,456
-0.571,0.0942,0.8511,-0.63,-2.45,1.47,5,446
-0.571,0.0961,0.8496,-0.42,-2.52,1.19,8,450
-0.5734,0.0947,0.8462,-0.42,-2.52,1.12,4,449
-0.568,0.0961,0.8486,-0.42,-2.31,1.26,8,452
-0.569,0.0947,0.8486,-0.35,-2.17,1.26,3,457
-0.5729,0.0952,0.8501,-0.35,-2.17,1.12,2,451
-0.571,0.0981,0.8496,-0.42,-2.52,1.12,6,450
-0.57,0.0947,0.8462,-0.35,-2.38,1.19,5,449
-0.57,0.0966,0.8477,-0.42,-2.59,1.26,10,455
-0.5695,0.0956,0.8496,-0.49,-2.31,1.33,12,447
-0.57,0.0952,0.8481,-0.28,-2.38,0.84,9,452
-0.5705,0.0952,0.8481,-0.56,-2.52,1.12,7,453
-0.569,0.0986,0.8486,-0.49,-2.52,1.19,8,458
-0.5695,0.0947,0.8477,-0.56,-2.45,1.19,6,454
-0.5695,0.0952,0.8467,-0.21,-2.31,1.12,7,457
-0.5685,0.0947,0.8481,-0.35,-2.31,1.26,7,457
-0.571,0.0947,0.8496,-0.49,-2.24,1.33,6,453
-0.5714,0.0947,0.8481,-0.56,-2.17,1.26,0,458
-0.569,0.0942,0.8486,-0.28,-2.45,1.05,8,451
-0.5695,0.0952,0.8477,-0.14,-2.59,0.98,8,458
-0.5695,0.0942,0.8496,-0.35,-2.52,1.05,8,455
-0.5705,0.0956,0.8491,-0.35,-2.45,1.05,6,451
-0.568,0.0961,0.8511,-0.35,-2.31,1.12,6,455
-0.5695,0.0976,0.8491,-0.42,-2.45,1.19,3,453
-0.5685,0.0956,0.8481,-0.49,-2.38,1.05,7,455
-0.5714,0.0956,0.8467,-0.42,-2.52,1.05,8,456
-0.57,0.0976,0.8486,-0.56,-2.45,1.26,3,459
-0.5695,0.0952,0.8491,-0.14,-2.52,0.77,11,455
-0.569,0.0971,0.8452,-0.56,-2.31,1.33,7,455
-0.57,0.0952,0.8496,-0.28,-2.17,1.05,11,455
-0.571,0.0947,0.8486,-0.49,-2.52,1.12,7,457
-0.5685,0.0966,0.8506,-0.42,-2.03,1.26,8,455
-0.569,0.0961,0.852,-0.56,-2.1,1.26,2,457
-0.5705,0.0956,0.8486,0.07,-2.59,0.63,2,460
-0.569,0.0937,0.8496,-0.49,-2.31,1.05,0,459
-0.5685,0.0922,0.8506,-0.42,-1.89,1.4,6,462
-0.5695,0.0942,0.8472,-0.56,-2.24,1.12,6,456
-0.5705,0.0937,0.8516,-0.63,-2.45,1.19,6,457
-0.5695,0.0942,0.8535,-0.42,-2.38,1.05,0,459
-0.5705,0.0961,0.8496,-0.28,-2.45,0.91,7,447
-0.5685,0.0956,0.8462,-0.35,-2.52,0.98,8,453
-0.5714,0.0961,0.8467,-0.14,-2.59,0.98,10,455
-0.569,0.0981,0.8481,-0.49,-2.52,1.19,7,454
-0.5661,0.0952,0.8501,-0.14,-2.45,0.7,12,462
-0.5719,0.0961,0.8467,-0.14,-2.24,0.91,12,453
-0.5685,0.0956,0.8467,-0.21,-2.17,0.91,3,457
-0.571,0.0942,0.8491,-0.21,-2.45,1.19,7,464
-0.571,0.0961,0.8516,-0.28,-2.52,0.84,8,455
-0.569,0.0952,0.8501,-0.49,-2.1,1.33,7,457
-0.5705,0.0952,0.8457,-0.28,-2.24,1.26,1,457
-0.5714,0.0952,0.8477,-0.63,-2.38,1.54,8,455
-0.5695,0.0961,0.8501,-0.28,-1.96,1.19,10,457
-0.5705,0.0966,0.8501,-0.49,-1.96,1.19,9,454
-0.568,0.0947,0.8511,-0.63,-2.31,1.33,10,455
-0.57,0.0937,0.8491,-0.35,-2.31,1.05,0,459
-0.57,0.0937,0.8467,-0.28,-2.52,0.91,3,455
-0.569,0.0961,0.8481,-0.28,-2.45,0.91,8,462
-0.568,0.0971,0.8516,-0.42,-2.45,1.12,0,447
-0.5734,0.0927,0.8457,-0.56,-2.52,1.26,0,458
-0.57,0.0947,0.8477,-0.84,-2.24,1.05,4,456
-0.5714,0.0942,0.8511,-0.35,-2.31,1.26,5,455
-0.5675,0.0952,0.8472,-0.28,-2.38,1.12,0,454
-0.571,0.0952,0.853,-0.21,-2.45,1.19,3,452
-0.571,0.0947,0.8467,-0.42,-2.45,0.84,14,450
-0.57,0.0932,0.8486,-0.35,-2.38,1.4,6,451
-0.5714,0.0947,0.8501,-0.28,-2.45,1.19,8,454
-0.5695,0.0971,0.8506,-0.7,-2.38,1.4,4,452
-0.5685,0.0947,0.8501,-0.49,-2.59,1.12,6,452
-0.5695,0.0942,0.8477,-0.77,-2.59,1.12,5,453
-0.569,0.0952,0.8511,-0.77,-2.45,1.12,2,454
-0.5714,0.0942,0.8462,-0.56,-2.38,1.12,6,451
-0.5695,0.0956,0.8481,-0.49,-2.73,1.19,5,451
-0.57,0.0937,0.8467,-0.56,-2.31,1.05,8,451
-0.5695,0.0947,0.8486,-0.56,-2.17,1.4,8,451
-0.5714,0.0961,0.8491,-0.42,-2.38,1.33,5,456
-0.5675,0.0952,0.8477,-0.35,-2.52,1.05,6,456
-0.569,0.0903,0.8501,-0.28,-2.31,1.19,7,449
-0.569,0.0947,0.8472,-0.21,-2.94,1.26,3,452
-0.57,0.0942,0.8486,-0.21,-2.59,0.98,0,447
-0.569,0.0971,0.8462,-0.42,-2.31,1.26,5,456
