ax,ay,az,gx,gy,gz,heel,toe
-0.4353,0.2557,1.0863,28.4200,167.0900,-4.6200,739,9
-0.3626,0.2708,1.1087,-1.0500,339.7800,-34.9300,524,3
-1.8437,0.2113,0.9633,55.4400,425.3900,-23.3100,55,4
-2.3907,0.5900,0.9921,75.6700,242.9000,-87.7800,23,3
-0.2826,0.1957,1.2790,-6.9300,-50.2600,-73.0800,18,0
0.1615,0.3260,0.7930,-8.3300,-150.2900,-73.9200,11,3
-0.3699,0.3436,0.7554,-15.8200,-237.8600,24.1500,14,6
-0.4221,0.0708,0.4778,3.2200,-275.9400,77.4900,17,6
-0.9760,-0.0708,0.7208,38.5700,-262.7800,39.9000,12,13
-0.8813,0.0971,0.6930,42.0000,-258.9300,34.3700,15,8
-1.1073,0.2689,0.8189,82.0400,-177.0300,38.4300,13,3
-2.0115,-0.0039,0.6398,30.2400,-159.6000,59.8500,15,5
-2.1165,0.0956,-0.2025,6.3700,-94.0100,60.6900,8,4
-2.2302,0.2904,-0.8184,54.4600,32.2700,-14.5600,1,4
-3.8689,-1.0214,1.1273,-202.0200,74.9000,-28.6300,5,2
-1.1102,-0.2040,0.6471,33.9500,-12.1800,-20.6500,20,6
-0.6242,0.3314,0.8808,51.6600,-8.2600,-6.5800,39,8
-0.5236,0.2928,0.9023,-35.7700,-17.7100,-1.3300,123,4
-0.4963,0.0005,0.9160,-11.1300,-5.8800,0.7000,192,11
-0.5080,0.1566,0.9067,1.0500,6.6500,2.3100,258,6
-0.4997,0.0630,0.9111,7.1400,21.7700,1.3300,313,8
-0.5378,0.1371,0.8745,17.5700,35.0700,1.7500,352,8
-0.5710,0.1635,0.8408,15.7500,37.5900,-0.1400,372,7
-0.5958,0.1498,0.8179,-2.7300,38.3600,-4.7600,432,5
-0.6256,0.0971,0.7749,6.3000,38.5700,-0.7000,482,0
-0.6393,0.1059,0.7823,2.1700,39.6200,1.9600,545,11
-0.6266,0.1664,0.8076,9.4500,51.7300,1.1900,599,7
-0.5885,0.1693,0.8642,8.6100,83.1600,-2.8000,659,5
-0.4607,0.1449,0.9911,25.0600,151.8300,-1.3300,665,8
-0.3450,0.3870,1.1385,0.7700,285.6000,-39.0600,548,7
-1.5845,-0.0781,1.1683,52.2900,426.3700,-23.1000,107,5
-2.3966,0.5861,0.8721,108.0800,277.9000,-73.5000,12,5
-0.2201,0.6793,1.7129,-12.1100,-22.9600,-68.9500,15,4
0.1918,0.2499,1.0160,-3.9200,-143.5700,-74.2700,8,7
-0.2552,0.3382,0.8511,3.2900,-243.1800,10.2900,3,3
-0.5900,0.0586,0.6466,11.6200,-287.3500,76.7900,12,8
-0.6476,-0.1415,0.6383,41.7200,-273.7700,52.2200,13,2
-0.9638,0.1566,0.7901,43.7500,-242.2000,33.3900,11,4
-1.3010,0.2767,0.7203,59.0800,-163.5200,45.0800,12,8
-2.2580,-0.1635,0.3148,5.3200,-154.6300,56.4200,15,8
-2.0428,-0.7623,-0.5290,27.0200,-57.9600,37.9400,12,3
-2.1321,0.0010,-0.6324,54.6700,13.7900,10.7800,5,12
-3.6293,-0.7105,-0.8725,-42.7700,-133.9800,-39.9700,7,6
-0.8950,-0.0673,0.5934,7.9100,-17.6400,-13.6500,16,5
-0.5656,0.3514,0.9423,25.6200,1.6800,-1.8900,157,8
-0.5490,0.2045,0.8891,-30.7300,-6.2300,-1.6800,300,6
-0.5305,0.1030,0.8930,8.5400,6.6500,0.0700,410,10
-0.5285,0.1908,0.8989,-2.5900,20.5800,0.0700,469,5
-0.5422,0.0893,0.8711,10.2900,32.5500,-1.8200,507,8
-0.5812,0.1118,0.8252,11.4800,38.5700,-1.1900,513,12
-0.6237,0.1327,0.7847,8.6800,37.7300,-2.1000,502,4
-0.6559,0.1269,0.7696,3.0800,29.0500,-1.8900,517,0
-0.6446,0.1259,0.7701,6.0900,27.8600,0.9100,575,10
-0.6046,0.1464,0.7979,7.0000,36.9600,1.7500,635,3
-0.5661,0.1845,0.8950,7.0000,64.1200,-3.6400,703,6
-0.5017,0.0996,0.9511,10.6400,129.8500,-2.5900,735,10
-0.3416,0.3523,1.0546,24.8500,246.1200,-25.7600,724,5
-0.9448,-0.1249,0.9740,-23.3100,393.5400,-24.9200,306,8
-2.1858,0.4329,0.8838,80.9900,405.5100,-47.8800,24,8
-1.8578,0.3128,1.2600,57.4700,140.6300,-82.3200,15,8
0.4197,0.5510,1.1668,8.6800,-143.7800,-78.1200,19,9
-0.1825,0.3113,0.8247,2.0300,-211.6100,-23.2400,10,6
-0.2840,0.2211,0.5968,-51.2400,-285.1100,78.0500,16,7
-0.8179,0.0766,0.7105,47.9500,-291.6900,73.3600,16,7
-1.0214,0.1279,0.7432,35.3500,-285.1100,23.0300,14,1
-1.0795,0.2733,0.8452,27.7200,-219.8000,51.4500,10,8
-1.4425,0.4860,0.6110,-13.5100,-164.5700,104.6500,13,9
-2.7523,0.2772,0.3328,-6.1600,-108.4300,108.0100,16,7
-1.8695,-0.3694,-0.9135,-35.5600,34.3700,1.2600,11,8
-3.0866,0.9365,-0.5592,-72.1700,140.2800,-116.9700,14,0
-0.6954,-0.7383,0.9858,-43.1900,14.2800,-12.0400,21,6
-0.6700,0.0137,0.7803,46.2000,14.1400,1.6800,108,4
-0.5919,0.3518,0.8291,-10.3600,-0.2100,-6.2300,260,1
-0.5202,-0.0869,0.8730,2.3100,-1.8200,-6.5800,422,3
-0.5192,0.0903,0.8994,0.0700,10.7100,-0.2800,520,5
-0.5397,0.1288,0.8872,-1.8900,22.4000,-1.6800,565,8
-0.5558,0.0791,0.8750,6.0200,32.9000,-0.8400,615,10
-0.5636,0.1581,0.8530,11.9700,44.3800,-0.7000,599,3
-0.6173,0.1313,0.7784,16.3800,47.4600,-2.6600,598,10
-0.6554,0.1484,0.7696,1.8200,44.8700,-6.8600,630,5
-0.6690,0.1137,0.7544,-1.0500,47.6000,-5.0400,705,9
-0.6559,0.1371,0.7910,6.3000,63.1400,-3.2900,758,0
-0.5895,0.2006,0.8916,7.9800,102.8300,-8.6100,807,5
-0.4221,0.3011,1.0424,13.5100,196.2100,-27.9300,810,8
-0.8355,0.1459,1.0375,-47.7400,360.2900,-70.5600,391,7
-2.1506,0.4621,0.9833,67.2700,375.4800,-66.4300,35,7
-1.7509,0.4168,1.4874,25.9700,115.2900,-78.2600,16,2
-0.0434,0.5241,1.3932,-12.7400,-106.3300,-41.0200,21,6
-0.2440,0.3924,0.9096,19.4600,-212.0300,16.1700,20,7
-0.6242,-0.0337,0.6974,-22.6800,-266.4900,89.8100,17,7
-1.0268,0.0459,0.8550,60.1300,-276.1500,65.2400,14,3
-0.9013,0.1903,0.7808,48.5100,-262.7800,48.5100,15,1
-1.0263,0.3675,0.8867,35.6300,-187.0400,62.5100,11,5
-1.7900,0.1103,0.6266,-9.3100,-139.7200,69.7900,12,8
-2.0681,-0.1845,0.1186,4.9700,-88.6200,59.0100,13,6
-1.8930,-0.4187,-0.5910,61.8100,15.8900,13.3700,12,8
-1.7544,-0.0132,-0.6056,54.8100,89.3200,11.1300,20,8
-5.6735,-2.1550,0.3680,-427.0000,-273.2100,-61.1800,8,5
-0.7105,0.2347,1.2088,-75.2500,-45.5000,-16.8700,22,26
-0.6295,0.1742,0.8755,-20.1600,2.5200,4.2700,180,3
-0.5597,0.1884,0.8882,5.1100,3.7800,-1.2600,336,5
-0.5158,0.0986,0.9121,5.5300,10.7100,0.2800,440,9
-0.4997,0.0996,0.9296,12.1100,28.7000,0.1400,492,4
-0.5446,0.0810,0.8852,12.7400,42.6300,1.1900,494,4
-0.6012,0.1791,0.8154,8.4700,44.7300,0.4200,500,10
-0.6446,0.1069,0.7598,0.9100,36.6800,-2.2400,498,7
-0.6661,0.1508,0.7515,4.6200,29.4700,-2.5200,526,8
-0.6568,0.1249,0.7691,7.9800,26.3200,-0.2800,596,0
-0.6329,0.1610,0.8081,5.5300,35.9100,-1.6800,658,6
-0.5739,0.1083,0.8828,4.3400,73.3600,-2.5200,735,8
-0.4387,0.1703,1.0053,23.3100,153.8600,-6.7900,769,10
-0.3528,0.3792,1.0619,10.1500,290.6400,-49.7700,696,4
-1.3727,-0.2303,1.0385,31.4300,427.7700,-22.2600,158,6
-2.9900,0.6481,1.1248,112.9800,291.6900,-52.5700,25,17
0.0512,1.5294,1.9466,-0.5600,-5.7400,-57.3300,19,6
0.2494,0.3372,1.1658,-33.7400,-148.7500,-71.6800,15,8
-0.0434,0.4294,0.7637,8.9600,-248.6400,0.7700,14,9
-0.5280,0.1942,0.7125,-12.5300,-277.1300,72.3100,13,7
-0.9443,0.0590,0.8076,62.3700,-298.4100,52.7100,15,2
-1.0311,0.2684,0.8511,49.5600,-265.5100,45.2900,8,8
-1.1653,0.2928,0.8447,60.2700,-191.2400,73.1500,12,0
-1.6363,0.0381,0.4704,-16.8700,-111.7900,61.4600,15,8
-2.3424,-1.0731,-0.2338,127.8900,-48.3700,55.9300,12,2
-2.0189,-0.3592,-0.7862,27.1600,20.0900,11.0600,13,2
-1.6490,-0.1835,-0.7647,46.6200,108.7800,-19.1800,7,3
2.5727,-2.5454,1.1283,-380.6600,-63.1400,-38.6400,12,7
-0.3367,-0.1327,1.1209,-76.7900,-28.8400,-6.1600,31,0
-0.5187,-0.1884,0.8096,15.3300,2.3800,3.7100,155,9
-0.5100,0.1181,0.8843,-10.2900,3.7100,-0.9100,253,12
-0.5202,0.0839,0.8945,2.7300,11.4800,-1.4000,335,8
-0.5285,0.0932,0.9013,11.9700,25.8300,-1.7500,411,6
-0.5700,0.0996,0.8647,14.9100,36.6800,0.2100,448,3
-0.6090,0.1488,0.8111,4.3400,38.7100,-1.1200,454,8
-0.6344,0.1122,0.7662,6.3000,34.2300,-0.9100,444,8
-0.6720,0.1479,0.7676,0.4900,27.3700,-1.5400,480,7
-0.6446,0.1254,0.7837,6.3000,26.3900,0.9100,509,8
-0.6290,0.1342,0.8081,11.3400,39.3400,1.0500,556,2
-0.5495,0.1640,0.9106,13.7200,80.6400,-0.9100,615,0
-0.4377,0.2025,1.0097,30.9400,160.5800,2.9400,634,4
-0.3245,0.3504,1.0814,8.9600,298.6900,-33.6000,542,8
-1.7588,0.0181,1.0585,82.3200,427.4200,-9.2400,109,9
-2.3668,0.8886,0.9321,97.3700,245.7700,-70.7700,19,11
0.5968,0.9038,1.7217,-52.1500,-39.4100,-88.9700,18,0
0.1039,0.4187,1.0512,4.9000,-173.1800,-74.0600,16,2
-0.2352,0.3274,0.7252,-27.3000,-241.8500,36.4700,12,5
-0.7257,-0.0693,0.7222,1.0500,-267.5400,78.6100,14,6
-0.9521,0.1381,0.8281,21.8400,-275.8000,49.7000,16,12
-0.9575,0.2952,0.8198,2.2400,-223.2300,41.5800,11,3
-1.1605,0.4836,0.6778,16.9400,-160.5100,40.4600,7,4
-2.1740,0.0795,0.4812,9.3800,-108.4300,57.8200,18,7
-1.8041,-0.4333,-0.3362,-18.8300,-48.0900,70.1400,16,10
-2.2424,0.0215,-0.5880,52.0800,21.7000,25.8300,8,5
-1.4777,0.0068,-0.6432,19.4600,127.8900,-3.5700,7,4
-0.0132,-1.9881,0.6427,76.0900,-54.6000,-25.9700,18,2
-0.4616,0.1825,0.9565,9.1000,-11.0600,-2.8700,84,30
-0.5929,0.1859,0.8642,14.0000,-0.9100,-0.4200,184,21
-0.5051,0.1142,0.8838,-0.9100,1.8900,-2.3100,282,2
-0.5168,0.0874,0.9023,1.6100,10.5700,-0.9800,356,3
-0.5202,0.0810,0.8921,9.5900,25.2000,0.5600,396,9
-0.5529,0.1137,0.8486,20.4400,33.2500,1.4700,402,8
-0.5675,0.1200,0.8198,20.1600,35.4200,-0.2100,387,7
-0.5983,0.1625,0.8057,13.2300,33.5300,-1.6800,426,9
-0.6183,0.1347,0.8042,2.3800,35.2800,-1.5400,482,8
-0.6032,0.1288,0.8150,-3.1500,44.8700,-0.4900,571,7
-0.5705,0.1601,0.8779,7.8400,70.4200,-2.1000,635,5
-0.5100,0.1288,0.9457,18.2000,125.9300,-3.8500,687,6
-0.3070,0.3538,1.0668,23.8700,270.3400,-31.3600,658,6
-1.0746,-0.1932,0.8877,0.0700,402.3600,-34.0200,203,0
-2.5396,0.5305,1.1883,94.8500,340.6200,-50.3300,19,7
-0.4778,1.3274,1.7060,11.6900,30.6600,-58.9400,16,8
0.3997,0.3601,1.0921,-66.5000,-116.2700,-66.6400,21,6
-0.0927,0.5134,0.7993,-33.1100,-221.4100,-7.2100,16,0
-0.5075,0.1815,0.6315,-68.0400,-264.4600,66.9900,14,6
-0.7828,0.2245,0.7720,6.2300,-270.9700,59.2200,11,4
-0.9272,0.3670,0.7906,22.3300,-258.8600,48.0900,9,7
-1.0951,0.3675,0.8935,22.7500,-199.2900,65.1000,10,10
-1.3396,0.2128,0.6934,-71.1200,-117.6000,41.5100,7,8
-2.2336,-1.3840,-0.1679,31.7100,-113.4000,56.0700,7,9
-2.3834,0.2757,-0.7505,82.1800,23.7300,32.9000,12,8
-1.5474,-0.1581,-0.7725,60.1300,125.4400,7.2100,16,5
2.9451,-3.3565,1.2698,-66.0100,-41.8600,-37.1000,12,7
-0.5675,0.0664,0.9794,-6.8600,-4.9000,0.0000,59,8
-0.5861,0.2625,0.8433,-24.9900,-6.0900,-4.3400,142,9
-0.5270,0.0639,0.8891,15.7500,0.9100,-2.3800,222,7
-0.5012,0.0454,0.9057,-9.8700,10.4300,-2.3800,320,4
-0.5231,0.0981,0.9023,24.1500,30.5900,-0.9100,408,0
-0.5524,0.1244,0.8696,15.1200,39.6900,0.7000,447,3
-0.5841,0.1337,0.8013,2.6600,43.4700,-0.1400,467,10
-0.6437,0.1210,0.7422,4.4800,35.2100,-0.3500,480,9
-0.6871,0.1484,0.7408,2.4500,20.3000,-0.4200,501,5
-0.6466,0.1122,0.7715,2.0300,14.5600,-0.0700,534,3
-0.6163,0.1122,0.8272,7.2100,26.1100,1.5400,609,5
-0.5514,0.1205,0.9077,7.8400,62.7900,-0.4900,670,3
-0.4514,0.2630,1.0263,21.0000,135.8000,-4.6200,721,6
-0.3284,0.2869,1.0707,14.4900,270.3400,-33.6700,685,7
-1.3859,-0.1542,0.9882,32.6200,411.6700,-22.4000,148,4
-2.7211,0.4895,1.0116,115.8500,286.1600,-40.6000,19,10
-0.0766,1.1068,1.7534,-9.5900,-2.4500,-54.9500,16,7
0.2621,0.4900,1.1058,-18.2000,-124.8800,-76.3700,19,0
-0.2211,0.5222,0.8672,-21.2100,-216.0200,1.4700,18,7
-0.7989,0.1469,0.7574,-42.1400,-282.8700,92.1900,10,8
-0.6934,0.1318,0.7115,0.7700,-288.8900,65.0300,11,16
-0.9872,0.4485,0.7989,19.1800,-271.3200,26.6000,11,5
-1.2302,0.1698,0.9238,34.5100,-231.9100,58.8700,12,4
-1.4489,0.0893,0.4529,-3.1500,-77.9800,85.3300,11,7
-2.1980,-0.7896,-0.3011,0.5600,-41.8600,47.4600,9,4
-2.1999,-0.0493,-0.8335,35.1400,49.4200,-29.6100,15,7
-2.9944,2.4000,-0.3845,148.6800,205.3800,-186.2700,5,6
0.2669,-1.1078,0.3289,182.0000,79.1000,-38.4300,7,0
-0.8574,-0.0039,1.1414,-8.4000,-5.5300,-1.1900,36,14
-0.5700,0.1396,0.8564,33.4600,3.8500,3.7100,112,7
-0.5222,-0.0210,0.8672,-14.0000,-1.6800,-2.3800,162,7
-0.5261,0.1157,0.9135,4.3400,7.4900,-0.2800,216,8
-0.5139,0.0893,0.8989,8.4000,21.4200,-0.0700,288,11
-0.5622,0.1298,0.8574,9.5900,27.7900,1.4700,309,4
-0.5807,0.1322,0.8350,11.3400,28.8400,-0.0700,318,3
-0.6124,0.1327,0.8003,2.2400,23.9400,-0.7700,330,9
-0.6188,0.1293,0.7964,7.1400,21.0700,0.2800,371,10
-0.5998,0.1235,0.8120,11.2700,25.4800,2.2400,414,7
-0.5866,0.1767,0.8506,3.8500,38.2200,-1.2600,497,5
-0.5466,0.1249,0.9101,7.1400,71.8200,-4.5500,577,7
-0.4743,0.1430,0.9848,22.6100,133.2100,3.9200,620,8
-0.3133,0.2713,1.0448,33.6000,255.3600,-26.7400,618,5
-0.9145,-0.1410,0.9755,3.9200,392.4200,-17.3600,235,7
-2.4615,0.3479,0.8721,150.4300,342.7900,-26.2500,15,5
-0.9482,0.9565,1.4982,84.3500,59.5700,-55.8600,11,7
0.4963,0.3953,1.1405,-16.8700,-133.7000,-89.6000,16,8
-0.0776,0.3118,0.8350,24.3600,-218.1900,-22.8200,16,6
-0.4841,0.1103,0.6749,-38.8500,-281.6800,72.3100,12,8
-0.7457,0.1815,0.7549,23.3800,-289.5200,56.9800,7,4
-0.8974,0.3597,0.7823,45.0800,-254.8700,26.1100,13,5
-1.1458,0.1444,0.8950,48.8600,-181.7200,35.2800,11,0
-1.6568,0.0976,0.6271,-15.8200,-139.5100,18.6200,14,7
-1.8183,-0.5773,-0.3523,67.7600,-79.8000,22.6800,17,9
-1.9110,-0.2123,-0.6168,36.1200,-0.4200,-34.6500,8,9
-1.6802,-0.1654,-0.5793,62.9300,112.7000,-35.3500,9,3
0.6051,-1.8295,0.8198,74.8300,-38.0100,-28.9800,17,0
-0.1220,-0.6871,0.9511,12.3200,-5.6000,0.4900,42,7
-0.5114,-0.0537,0.8345,-11.7600,-4.0600,0.1400,134,9
-0.5241,0.1010,0.8769,-23.8000,-5.2500,-2.0300,212,9
-0.5134,0.1435,0.9082,-0.8400,4.9700,-2.3800,313,5
-0.4895,0.0547,0.9179,5.8800,20.0200,-0.5600,408,7
-0.5251,0.1610,0.8930,17.0800,35.0700,-0.3500,480,8
-0.5724,0.1376,0.8418,10.1500,40.3200,-3.6400,515,5
-0.6012,0.1444,0.8154,-0.0700,40.6700,-6.5800,542,5
-0.6266,0.0976,0.7945,4.8300,39.2700,-3.9200,592,6
-0.6412,0.1347,0.7993,5.6000,41.0900,-0.6300,638,7
-0.6217,0.1723,0.8159,7.9100,51.4500,-3.0800,706,11
-0.5783,0.1440,0.8833,7.4200,86.0300,-5.1100,759,6
-0.4670,0.1825,1.0028,24.4300,159.6000,-6.5100,775,8
-0.3924,0.2962,1.0350,-8.1200,277.7600,-48.0200,671,3
-1.3981,0.0059,1.0063,-8.3300,392.4900,-38.9900,152,8
-2.5679,0.3070,0.8550,115.8500,287.1400,-53.4100,13,11
-0.5295,1.2107,1.8007,80.4300,3.7100,-59.6400,20,2
0.4509,0.3806,0.9828,7.0000,-141.4700,-61.6000,12,8
-0.0903,0.3431,0.8042,43.2600,-206.5000,22.6100,15,8
-0.5217,-0.1059,0.7637,-2.1000,-279.9300,106.8900,8,11
-0.7759,-0.1859,0.7857,64.1900,-292.8100,62.5100,14,8
-1.0346,0.0673,0.8540,52.1500,-272.6500,5.1800,16,6
-0.9960,-0.1264,0.9340,70.2800,-222.3200,14.7000,13,4
-1.4943,0.1054,0.8823,24.2900,-164.2200,16.1700,13,10
-1.9120,0.3401,-0.2098,4.6200,-77.2800,15.1200,12,6
-2.0921,-0.4246,-0.6895,44.5200,-1.1200,-54.4600,6,5
-1.7129,-0.2684,-0.3762,87.8500,121.6600,-94.5000,6,0
-0.4192,-3.1349,0.0766,-24.7800,-62.5100,-26.7400,14,0
-0.3850,-0.3284,0.9223,48.3000,0.2800,-6.7200,46,7
-0.5739,-0.0649,0.8145,1.6800,1.9600,4.6200,180,4
-0.5646,0.1610,0.8677,-22.9600,-4.2700,-1.9600,295,0
-0.5266,0.1342,0.8945,-0.4200,7.2100,0.6300,370,5
-0.5446,0.1293,0.8940,8.8900,19.8100,0.7000,432,8
-0.5602,0.1322,0.8667,17.8500,26.8100,0.3500,461,2
-0.5836,0.1923,0.8462,15.1900,32.7600,0.7700,453,5
-0.6110,0.1562,0.7823,-10.5700,31.0800,-0.2800,444,0
-0.6461,0.1674,0.7759,1.0500,27.0900,-2.2400,451,10
-0.6612,0.1415,0.7554,-2.7300,22.8900,-2.3100,492,7
-0.6178,0.1723,0.7945,9.2400,29.3300,-2.0300,562,7
-0.5739,0.1493,0.8813,3.9900,53.8300,-9.7300,628,8
-0.5563,0.1747,0.9213,19.3900,102.7600,-8.2600,692,8
-0.5065,0.2318,0.9394,24.7100,177.3100,-14.7700,686,5
-0.5978,0.1620,0.8159,-7.2100,275.3100,-20.7200,500,3
-1.5592,-0.0332,0.8847,72.2400,348.1100,34.0900,95,12
-2.2999,0.3694,0.6305,188.0900,209.0900,-6.7900,15,6
-0.1991,0.8862,1.6055,78.1900,-51.7300,-87.7800,19,7
0.1220,0.2830,0.9282,109.9700,-154.0000,-135.9400,14,3
-0.3665,0.2855,0.7954,94.9200,-210.4900,-34.2300,15,7
-0.3060,0.1054,0.7300,31.7800,-261.6600,71.8200,16,2
-0.7330,-0.1508,0.7788,77.9100,-301.4900,51.8000,16,8
-0.8384,-0.0576,0.8535,69.9300,-234.2200,8.7500,17,6
-1.1722,0.1044,1.0121,53.6900,-206.3600,5.4600,14,8
-1.2146,0.3026,0.7437,1.6800,-162.3300,1.5400,21,8
-1.6665,-0.1405,0.3113,63.1400,-90.3700,59.6400,9,9
-2.1721,0.1610,-0.2728,72.3100,16.2400,61.5300,7,5
-1.5045,-0.5832,-0.5807,14.6300,76.0200,-23.6600,5,6
-3.1593,-1.0253,2.5249,-697.0600,52.9900,7.4900,0,10
-0.6149,0.6095,0.9013,-107.5900,-61.6000,-0.2800,15,5
-0.6529,0.6769,0.9384,-21.2100,-4.3400,1.7500,24,1
-0.5563,0.2962,0.8828,-23.9400,-14.3500,-4.0600,65,3
-0.5197,-0.0249,0.8784,-2.8000,-6.7200,-3.0800,113,20
-0.5002,0.0693,0.9033,-2.3800,3.4300,-3.0800,172,6
-0.5183,0.0922,0.8872,7.7000,15.1900,-1.2600,228,7
-0.5344,0.0844,0.8857,2.4500,23.0300,-1.4000,303,0
-0.5714,0.1118,0.8540,12.6000,30.4500,-1.1900,354,8
-0.6007,0.1264,0.8164,5.7400,30.7300,-2.6600,400,5
-0.6178,0.1298,0.8076,8.1900,28.2100,-2.2400,470,12
-0.6188,0.1157,0.8037,3.7800,29.1200,-1.7500,513,9
-0.5973,0.1274,0.8438,5.4600,38.0100,-3.0800,599,5
-0.5466,0.1059,0.8950,9.4500,70.0700,-5.8800,686,7
-0.4943,0.1322,0.9618,26.3900,128.7300,-5.8100,754,7
-0.3445,0.3606,1.0751,24.9200,243.6700,-38.2200,746,10
-0.9433,-0.0527,0.9072,-43.7500,378.7000,-59.8500,325,9
-1.9910,0.2840,0.8140,74.7600,352.8700,-41.4400,31,6
-1.2654,0.6710,1.3893,68.2500,66.9900,-55.2300,13,3
0.0693,0.3753,1.1361,-40.1800,-129.5700,-62.9300,19,8
-0.1645,0.4587,0.8794,-10.7800,-210.3500,-21.4200,15,8
-0.2835,0.3504,0.6271,-67.9000,-266.5600,70.8400,20,8
-0.8740,0.2347,0.8452,9.8000,-287.2100,86.1700,13,9
-0.9311,0.2582,0.7281,14.1400,-266.2800,35.1400,10,11
-0.9877,0.6154,0.8350,-4.2000,-184.7300,55.2300,11,6
-1.3498,0.4982,0.6276,-12.1100,-106.2600,129.7800,15,6
-1.7309,0.1723,0.1444,17.1500,-59.1500,172.6900,12,7
-2.1594,-0.4656,-0.4900,3.7800,9.2400,48.2300,11,9
-1.4406,0.0688,-0.5866,50.8200,77.7000,-37.3100,8,10
-4.9595,-2.1169,-0.9272,-354.9000,-225.6800,-42.2800,9,4
-0.7930,-0.0215,0.6159,62.5100,-27.8600,-6.5100,17,18
-0.5661,0.4924,0.8994,-14.9100,-6.1600,-2.9400,72,39
-0.5148,0.0795,0.8974,-37.6600,-10.7800,-2.8700,168,56
-0.4831,0.0098,0.9077,-8.3300,4.7600,-0.3500,284,8
-0.5007,0.0708,0.9170,8.9600,19.3200,-0.2100,396,7
-0.5173,0.1161,0.8945,15.1200,35.6300,-0.9800,471,2
-0.5470,0.1108,0.8677,9.1700,42.7000,-3.3600,522,7
-0.5978,0.1357,0.8223,4.2700,47.3200,-5.0400,564,7
-0.6149,0.0888,0.7915,4.4800,48.4400,-4.3400,614,8
-0.6427,0.0786,0.7779,6.0200,47.9500,-2.1000,671,5
-0.6486,0.1113,0.7696,5.2500,55.0200,-0.9100,722,6
-0.6281,0.1503,0.8316,11.4100,76.8600,-2.3100,775,5
-0.5485,0.1044,0.9082,9.5900,127.6100,-1.4700,810,6
-0.3357,0.3787,1.1512,21.4900,248.2200,-46.3400,778,8
-1.0214,0.1049,1.1341,-57.9600,414.7500,-79.5900,260,3
-2.9319,0.8013,1.4318,49.1400,350.4200,-113.8200,24,8
-0.1908,1.2234,1.9398,-26.8800,-1.2600,-64.8200,17,9
0.4299,0.5236,1.0228,-64.7500,-138.3200,-20.7900,21,12
-0.1664,0.4826,0.8296,-21.3500,-235.6900,36.5400,15,4
-0.4758,0.2625,0.6037,-59.0800,-297.2200,90.3700,13,8
-0.8886,0.2850,0.7706,21.0000,-300.7200,91.5600,16,0
-1.0731,0.3992,0.8003,31.8500,-280.2100,88.2700,11,5
-1.0960,0.5017,0.8833,9.1000,-193.6200,114.9400,13,4
-1.6899,0.2489,0.5475,4.6200,-86.6600,117.5300,16,7
-2.4751,-0.3782,-0.0722,167.6500,-56.5600,136.5700,11,8
-2.3673,-0.2757,-0.5173,-52.9200,-12.3900,36.0500,12,5
-1.5860,0.3587,-0.4275,-10.2200,105.7000,-31.5000,7,7
0.8730,-2.2565,0.4221,-292.4600,-64.9600,-37.5200,9,5
-0.3933,0.2225,1.3064,-17.7100,-27.7200,-22.4000,103,6
-0.5856,0.3680,0.8584,-3.7800,-4.6900,-7.9800,334,3
-0.5173,0.0698,0.9087,-5.6000,3.7100,2.2400,476,6
-0.4963,0.1654,0.9409,9.5200,21.2800,-0.4200,542,0
-0.5319,0.1269,0.9048,7.4200,37.3100,-2.3100,597,2
-0.5470,0.0976,0.8711,7.0700,46.7600,-2.7300,567,3
-0.6120,0.0859,0.7896,11.9000,49.7700,-0.3500,521,4
-0.6642,0.1581,0.7427,6.7200,40.3200,-3.8500,538,4
-0.6544,0.1420,0.7564,-0.5600,34.7200,-8.5400,615,0
-0.6315,0.1054,0.8091,3.2900,44.0300,-5.9500,711,5
-0.5680,0.1127,0.9150,8.7500,79.4500,-4.2700,801,0
-0.4636,0.1088,1.0194,15.5400,153.5800,1.5400,830,3
-0.3123,0.6739,1.1453,17.6400,317.3100,-69.5100,698,5
-1.9696,-0.1840,1.1800,-26.7400,419.6500,-87.5000,130,6
-2.4512,0.8159,1.0892,18.8300,255.7100,-126.7000,17,9
0.2904,0.7666,1.3215,-145.3900,-11.9700,-32.9000,15,0
0.0913,0.2694,1.0067,-23.5900,-146.5100,-7.9100,20,6
-0.2128,0.4621,0.7422,-49.2100,-240.3100,42.5600,17,8
-0.6612,0.1503,0.6822,-22.2600,-277.4100,89.0400,18,8
-0.8950,0.3719,0.7130,-12.8800,-284.1300,89.6000,20,3
-1.0121,0.4987,0.8018,10.3600,-246.8200,93.6600,13,8
-1.3825,0.6954,0.6925,-27.6500,-195.3000,127.6800,16,6
-1.7890,0.4519,0.2591,-38.2200,-65.3800,133.9800,5,5
-1.8158,-0.1225,-0.3265,8.8900,-52.2900,105.7000,18,4
-2.0559,-0.1503,-0.6320,90.2300,5.3200,32.0600,14,4
-1.4801,0.0888,-0.5553,62.1600,106.2600,9.9400,10,8
2.3107,-2.4688,1.0541,-257.6000,-28.8400,-36.0500,16,6
-0.7544,0.0161,0.7535,-42.5600,-20.7900,-14.1400,204,5
-0.4690,-0.2113,0.8950,-13.2300,3.9200,3.7100,409,8
-0.5314,0.1318,0.8906,13.7900,21.9100,5.1800,502,8
-0.5466,0.1669,0.8935,14.4900,30.1700,-2.1700,568,5
