ax,ay,az,gx,gy,gz,heel,toe
-0.4968,0.0327,0.9101,-4.1300,-1.0500,-3.1500,497,8
-0.4860,0.0659,0.9301,13.5800,22.4000,0.5600,573,5
-0.5407,0.0844,0.9004,16.0300,43.3300,-0.5600,594,0
-0.5695,0.1030,0.8589,21.1400,58.4500,-0.6300,604,4
-0.6334,0.1693,0.7706,8.8200,57.6100,-5.1100,607,2
-0.6749,0.1454,0.7393,-1.1900,49.0000,-12.3900,646,0
-0.6934,0.1244,0.7413,-5.4600,42.2800,-11.2000,707,0
-0.6895,0.1059,0.7466,1.6800,46.2000,-10.5700,767,5
-0.6886,0.0966,0.7657,-0.4900,53.6900,-9.5200,823,3
-0.6398,0.1044,0.8081,-2.3100,77.6300,-11.2700,888,8
-0.6051,0.0678,0.8477,-8.4000,124.4600,-8.6800,909,7
-0.5187,0.2704,0.9228,-1.7500,214.2000,-28.0700,878,7
-0.7305,0.0703,0.8755,-36.0500,343.0000,-38.2900,508,8
-1.4728,0.2186,1.0853,43.2600,417.0600,-25.9000,116,4
-2.4463,0.7862,0.9267,44.5900,306.6700,-95.9000,36,9
-1.0077,1.0502,1.7466,-47.4600,-34.3700,-48.2300,24,8
0.1942,0.3030,1.0165,-60.2700,-179.2700,-36.1200,24,7
-0.2869,0.3279,0.8325,0.9800,-266.7700,0.2100,15,6
-0.2894,0.0849,0.4973,0.0700,-320.0400,42.4200,18,0
-0.7061,0.1279,0.6525,48.5100,-306.6700,63.9100,13,2
-0.9926,0.1386,0.7876,58.1000,-295.6800,78.6800,13,6
-0.8789,0.3392,0.8774,43.0500,-249.6200,96.1800,16,4
-1.3796,0.4216,0.9321,17.2900,-155.9600,101.1500,14,8
-2.1965,-0.0956,0.4299,58.2400,-65.2400,121.1700,14,3
-2.3892,-0.0844,-0.5788,60.6200,-40.2500,113.3300,13,7
-2.5220,-0.5339,-1.3644,112.1400,59.6400,44.7300,12,8
-1.9564,1.9915,-1.2322,-270.5500,42.0700,-194.9500,0,3
1.1712,-3.0407,-0.2113,59.2900,38.4300,-56.2100,26,6
-0.4563,-0.6276,0.7881,-30.5200,-2.2400,6.3000,225,6
-0.5690,0.4621,0.8291,-33.7400,-0.6300,-5.0400,440,7
-0.5422,0.1488,0.8818,2.8000,-0.7000,-4.2700,570,8
-0.4875,0.0454,0.9379,1.1200,20.1600,-2.1700,630,0
-0.5036,0.1347,0.9477,6.1600,46.2700,-2.3800,658,3
-0.5841,0.0805,0.8330,9.1000,61.0400,-1.6100,651,5
-0.6515,0.1166,0.7496,12.1800,59.8500,-3.2900,604,7
-0.7017,0.1166,0.7047,3.2200,46.9000,-7.4900,579,7
-0.7110,0.1191,0.7056,0.9100,35.2100,-9.3100,616,3
-0.7037,0.0771,0.7247,2.1700,31.8500,-5.7400,684,6
-0.7076,0.1210,0.7354,2.5900,33.6000,-3.2900,753,8
-0.6446,0.1103,0.8223,-1.8200,57.2600,-6.5800,805,6
-0.5822,0.0859,0.8838,-0.2100,122.5700,-3.1500,831,6
-0.4787,0.1884,0.9633,15.8200,193.8300,-13.0900,819,5
-0.4612,0.0429,1.0224,-12.3900,330.1900,-3.2900,527,4
-1.7280,0.3728,0.8896,42.7000,404.8800,-7.7000,80,6
-2.3897,0.9692,1.0126,22.0500,258.5800,-94.7100,23,4
-0.2074,0.8433,2.0086,-81.7600,-3.3600,-73.2200,22,5
0.1147,0.5758,1.0643,-44.9400,-130.8300,-80.2200,16,8
-0.1679,0.4236,0.8203,-75.0400,-224.4200,-26.3900,19,4
-0.3787,0.1840,0.6549,-60.0600,-288.3300,35.0700,14,4
-0.7291,0.3601,0.6383,-27.0900,-305.2000,35.0700,17,11
-0.8686,0.4451,0.6886,-31.2900,-310.1700,48.7900,15,3
-0.8828,0.7266,0.7032,-11.1300,-264.3900,91.6300,16,0
-1.4489,0.9331,0.9428,-39.9000,-188.2300,131.0400,16,5
-1.5670,1.0697,0.4031,-50.8900,-135.5200,195.7900,13,5
-1.9984,-0.2679,0.0346,15.2600,-4.1300,235.4100,15,8
-2.5303,0.3245,-0.5153,47.1100,44.3800,179.2700,13,6
-1.4733,-0.2538,-1.0770,77.1400,69.9300,101.5700,14,2
-5.3324,2.6645,-0.2645,256.7600,121.3800,-154.7000,7,2
0.1640,-2.5069,1.2332,-189.7000,-104.2300,-92.3300,20,4
-1.0990,-0.5275,0.8857,-164.2200,-40.3200,-9.8700,158,0
-0.4890,0.6725,0.9701,-15.5400,-24.9900,-7.5600,335,3
-0.5231,0.0556,0.9199,-10.0800,-19.7400,-5.1800,463,11
-0.4841,0.0078,0.9409,-0.8400,7.0000,-1.4000,540,6
-0.5109,0.0869,0.9052,1.8200,23.0300,-2.6600,583,1
-0.5319,0.1035,0.8867,11.3400,36.5400,-4.0600,591,0
-0.5968,0.0854,0.8086,5.8100,38.5000,-2.8700,598,9
-0.6471,0.0991,0.7442,-0.1400,25.2700,-1.6800,623,5
-0.6686,0.1357,0.7530,-3.8500,10.9200,-4.6200,664,3
-0.6388,0.1054,0.7749,-7.9100,0.7700,-5.1100,704,0
-0.5876,0.0800,0.8403,-11.1300,3.7100,-5.4600,754,3
-0.5636,0.0800,0.8886,-2.9400,20.7900,-5.3200,783,1
-0.5275,0.0415,0.9238,2.5900,54.4600,-3.9900,823,10
-0.5061,0.1420,0.9550,11.0600,95.9700,-7.9800,848,2
-0.3753,0.2089,1.0658,15.9600,194.2500,-42.7000,831,8
-0.5671,0.4460,0.9989,-39.8300,322.7700,-85.9600,487,8
-2.0106,0.1562,0.9628,-85.6100,254.8000,-120.6100,62,3
-1.4250,0.6798,0.6827,-185.0800,121.1700,-129.7100,16,4
0.4031,0.5378,0.8330,-172.1300,13.3700,57.2600,18,3
-0.1391,0.7042,0.8535,-206.7100,-101.2200,100.5200,10,12
-0.2045,0.3870,0.7579,-169.2600,-177.0300,88.9700,12,1
-0.5573,0.5671,0.7388,-137.2700,-243.0400,72.9400,16,8
-0.7598,0.7735,0.7340,-118.3000,-267.6800,88.9000,12,9
-1.0775,1.1917,0.7549,-96.8800,-258.6500,128.5200,15,8
-1.1668,1.3615,0.6656,-127.4700,-212.9400,209.3000,14,5
-1.5528,1.4318,0.6446,-125.5100,-144.3400,314.0900,16,4
-1.2947,1.1463,0.4368,-125.8600,-73.5000,344.8200,16,2
-1.2410,0.8281,0.4104,-112.7000,29.4000,285.9500,16,3
-2.0740,-0.2411,0.4577,-5.9500,40.1100,252.7700,11,6
-1.1985,0.6120,-0.0473,7.7700,-5.1100,177.3800,7,8
-1.2942,0.0566,-0.2401,97.5800,62.5100,115.6400,12,5
-1.1497,0.5788,-0.2377,33.9500,70.9100,96.8100,11,5
-3.2564,2.3961,0.1386,88.2700,37.9400,-80.7800,11,5
-0.3841,0.9887,1.9505,-245.1400,-56.2100,-104.7900,11,3
-0.7388,0.3719,1.1727,-97.2300,-80.8500,-35.7000,57,9
-0.4846,-0.0839,0.9062,42.9100,-21.7000,4.3400,219,8
-0.5109,0.0864,0.8891,-3.9900,-9.5200,2.3100,332,8
-0.5100,0.1127,0.9121,-1.6800,4.0600,0.5600,394,6
-0.4890,0.0966,0.9306,12.7400,22.3300,0.9800,445,7
-0.5017,0.1244,0.9013,14.3500,43.5400,2.0300,480,0
-0.5846,0.1830,0.8320,8.8900,49.7000,0.2100,502,4
-0.6417,0.1889,0.7540,0.2100,41.5800,-3.8500,527,5
-0.6573,0.1571,0.7525,-0.8400,30.9400,-5.5300,579,7
-0.6529,0.1200,0.7706,-4.2000,25.2700,-4.9700,628,3
-0.6632,0.1078,0.7613,-0.7000,24.6400,-1.8900,666,8
-0.6393,0.1274,0.7915,1.0500,29.0500,-0.9800,700,8
-0.6115,0.1391,0.8438,1.8200,49.9800,-5.3200,752,1
-0.5836,0.1244,0.8657,6.8600,85.6100,-6.6500,764,3
-0.5085,0.1957,0.9067,18.1300,145.1800,-13.2300,767,8
-0.4768,0.3806,0.9697,2.3100,235.4800,-49.4200,699,3
-1.1170,0.2699,0.9462,-54.3200,329.7700,-81.6200,260,3
-1.8881,0.4880,0.8486,-37.5200,291.6900,-98.9100,27,4
-1.8432,0.4592,0.8545,-105.5600,156.1000,-102.6900,14,7
0.0664,0.5187,1.1702,-155.1900,0.8400,-9.1000,20,9
0.0454,0.4509,0.9950,-101.5000,-136.3600,1.8200,24,11
-0.1601,0.4724,0.8076,-97.3700,-220.7100,23.1700,17,0
-0.4587,0.3777,0.6349,-70.0700,-266.8400,54.6000,19,6
-0.9218,0.5924,0.7681,-28.4200,-285.6700,65.9400,18,7
-0.9043,0.7515,0.7071,-23.0300,-281.6100,100.0300,16,7
-0.8716,0.8511,0.7559,-29.1900,-213.0800,167.3700,17,8
-1.1590,0.8555,0.7242,-44.3100,-77.5600,194.9500,18,2
-1.6641,0.3928,0.5065,-8.1900,-26.8100,193.6200,11,8
-2.0989,0.1440,0.0595,72.2400,-43.0500,157.8500,13,7
-2.0452,-0.2850,-0.4470,69.1600,-8.1900,20.0200,15,2
-1.6236,0.1654,-0.6969,114.3100,47.8100,-34.1600,18,10
-1.7890,0.0078,-0.3894,-266.9800,37.8700,-103.3200,6,5
-0.4338,-0.3045,0.4031,181.2300,7.8400,-40.4600,9,1
-0.4758,-0.3680,0.7657,-0.0700,-22.5400,3.9200,35,8
-0.5978,0.2357,0.8540,-42.1400,-25.8300,-8.9600,124,3
-0.4846,-0.0063,0.9623,-39.1300,-16.0300,-3.7800,228,8
-0.4958,0.1264,0.9287,6.0200,10.1500,0.7000,347,6
-0.4982,0.1293,0.9345,9.2400,29.1200,-1.1900,472,4
-0.5202,0.1230,0.9135,10.8500,48.7900,-1.1200,527,8
-0.5641,0.1215,0.8364,15.2600,59.9200,0.4900,524,10
-0.6383,0.1796,0.7652,9.9400,57.7500,-3.9900,520,8
-0.6720,0.1718,0.7354,0.0000,47.8100,-9.7300,560,6
-0.6852,0.1337,0.7349,-1.7500,42.2100,-10.3600,628,4
-0.6949,0.0878,0.7183,1.5400,39.9000,-4.7600,688,0
-0.6793,0.1513,0.7564,3.0800,45.9200,-2.6600,744,12
-0.6373,0.1240,0.8086,2.7300,67.3400,-5.8800,794,8
-0.5973,0.1279,0.8686,3.0100,114.0300,-2.6600,816,7
-0.4387,0.4695,1.0385,15.1900,213.0100,-41.8600,789,1
-0.8594,0.3235,1.0858,-43.3300,347.9000,-96.3900,343,0
-1.7422,0.1957,0.9560,31.9200,381.4300,-78.7500,36,6
-2.3200,0.2269,0.9960,39.4100,203.7700,-88.7600,24,7
-0.4568,0.7559,1.3766,-56.5600,-37.3100,-24.9900,19,7
0.1210,0.2142,0.9296,-4.8300,-156.0300,5.3900,9,5
-0.0312,0.2630,0.7413,-10.6400,-221.0600,40.1100,15,8
-0.4582,0.0820,0.7159,3.9900,-271.6000,73.3600,15,5
-0.8608,0.1078,0.8154,48.0900,-295.7500,78.0500,15,1
-0.9233,0.1186,0.7857,34.8600,-284.4100,62.4400,13,9
-0.8291,0.2664,0.8520,20.9300,-226.3800,66.2200,10,2
-1.2249,0.3875,0.8730,19.4600,-133.0700,90.5100,12,5
-1.9847,-0.0044,0.6983,10.5700,-133.1400,124.3200,12,6
-1.5216,-0.1503,-0.0859,47.8800,12.0400,61.9500,16,9
-2.2424,-0.1113,-0.3977,102.9700,-7.2800,28.0700,12,2
-1.6958,0.1166,-0.6934,92.5400,67.9700,-2.3100,11,6
-0.9004,2.2858,-0.4729,-390.8800,36.6100,-136.9900,3,5
1.2390,-1.7158,0.0137,-115.7800,-15.4000,-31.4300,20,7
-0.8057,-0.4138,0.8584,-150.5000,-66.5000,-10.9900,94,1
-0.5319,0.5158,0.9350,-19.9500,-13.3700,-5.2500,215,6
-0.5144,0.1264,0.9028,-11.9700,0.5600,-1.0500,313,6
-0.5080,0.1298,0.9013,6.3700,12.3200,0.2800,381,3
-0.5104,0.1103,0.9028,10.2900,29.2600,-2.1000,455,4
-0.5339,0.1235,0.8721,13.7900,43.3300,0.4200,496,3
-0.6022,0.1664,0.8081,8.4000,46.0600,-1.8900,519,6
-0.6300,0.1596,0.7759,2.7300,41.7200,-3.9900,514,3
-0.6486,0.1196,0.7720,0.5600,35.9100,-3.5700,553,8
-0.6603,0.1405,0.7627,0.4900,34.9300,-3.9200,599,7
-0.6710,0.1142,0.7530,3.2200,35.1400,-2.1000,645,8
-0.6661,0.1479,0.7740,5.5300,40.2500,-2.1000,683,4
-0.6329,0.1503,0.8218,4.6200,60.2000,-6.7200,730,3
-0.5002,0.1064,0.8208,7.9100,94.4300,-1.6800,751,8
-0.5656,0.2772,0.8789,25.7600,160.6500,-11.7600,748,9
-0.3753,0.2420,0.9472,-2.6600,254.7300,-40.4600,618,8
-1.1951,-0.0244,0.9662,13.5100,363.5100,-16.5900,167,12
-2.2360,0.5407,0.9379,78.8200,344.8200,-41.8600,23,3
-2.0320,0.4787,1.1566,59.3600,155.2600,-89.6000,24,0
-1.3552,0.2586,1.7656,-36.9600,-87.4300,-64.8200,14,0
0.1279,0.1083,0.7364,-10.9900,-145.4600,-63.9100,16,0
-0.2943,0.3909,0.7149,7.9100,-218.0500,-14.0000,18,8
-0.5217,0.1474,0.6281,-11.9000,-285.0400,50.4700,14,12
-0.7369,0.1830,0.6344,45.7800,-286.6500,67.6200,17,8
-1.0390,0.2655,0.7022,48.0200,-275.0300,76.7200,14,5
-1.0121,0.2489,0.8833,21.6300,-239.9600,108.7100,11,7
-1.2376,0.4509,0.9072,6.9300,-199.7800,122.1500,12,10
-1.5074,0.1542,0.5363,-0.7000,-113.4000,114.3100,13,3
-2.1555,-0.0473,0.1196,63.7000,-26.3900,103.7400,16,3
-1.9579,0.0259,-0.6183,72.7300,-11.3400,74.1300,12,7
-1.6084,0.1869,-0.6339,47.8100,48.7900,-12.6700,8,8
-1.3464,0.2796,-0.3777,26.1100,171.9900,-32.6900,8,7
-5.0142,-6.8925,3.2115,-683.2000,-221.1300,-63.7000,7,7
-0.8882,0.9809,0.8423,-298.7600,-63.8400,0.9100,35,8
-0.5851,0.6564,0.9311,50.1900,-2.5200,-1.1200,126,6
-0.5192,0.1693,0.8969,7.4900,-0.6300,0.2100,224,6
-0.5202,0.2357,0.8926,-1.1200,5.7400,-1.2600,352,8
-0.4929,0.0898,0.9272,2.8000,19.1800,0.2800,450,12
-0.5056,0.1161,0.9101,14.0000,37.8000,1.0500,503,9
-0.5529,0.1493,0.8657,15.2600,49.4900,1.4700,520,4
-0.5993,0.1767,0.8145,8.6800,53.8300,-1.2600,522,7
-0.6407,0.1776,0.7637,3.6400,50.7500,-4.9000,546,7
-0.6808,0.1269,0.7340,0.8400,42.9800,-5.3200,577,0
-0.6822,0.1410,0.7374,-0.3500,37.2400,-4.6900,624,9
-0.6861,0.1215,0.7403,1.8900,38.4300,-2.9400,682,8
-0.6827,0.1674,0.7574,3.1500,47.0400,-3.1500,736,4
-0.6534,0.1527,0.8150,2.5200,72.0300,-3.6400,774,5
-0.5617,0.1059,0.8745,5.6000,118.5100,-1.4700,803,8
-0.4338,0.3343,1.0146,13.4400,230.2300,-32.2700,762,0
-0.8984,0.2118,1.0594,-30.0300,357.8400,-52.6400,344,6
-1.7914,0.1723,0.9423,54.6000,401.3800,-50.6100,47,1
-2.2902,0.5885,1.0233,67.2700,263.1300,-91.9800,25,8
-0.4563,0.8945,1.6533,7.2800,-16.6600,-54.4600,22,6
0.1928,0.2606,0.8735,-6.7200,-152.1800,-42.9800,19,6
-0.1742,0.2826,0.7188,13.8600,-215.7400,4.2000,17,0
-0.3265,0.1244,0.6525,1.9600,-266.4900,76.0200,24,5
-0.6764,-0.0200,0.6934,41.3000,-298.2000,85.3300,7,8
-1.0765,0.1205,0.7554,63.2100,-300.8600,62.2300,15,11
-1.0355,0.1366,0.8433,16.7300,-279.5800,63.2100,17,5
-1.0350,0.3074,0.9238,31.5700,-194.2500,74.4800,15,4
-1.6270,-0.0547,0.7291,27.9300,-116.4800,91.9100,11,9
-1.9676,-0.1147,0.1283,33.1800,-33.1800,80.2200,16,8
-2.3204,-0.1362,-0.4778,37.0300,-30.8700,28.1400,16,10
-1.4674,-0.4085,-0.6837,24.6400,75.8800,-61.6000,9,10
-1.4762,0.5714,-0.3113,75.8100,116.4100,12.5300,5,6
-1.9701,-3.0607,2.1189,-799.4000,-48.7200,39.3400,10,11
-0.7505,2.2189,1.1810,117.3900,-63.2800,-9.8700,7,12
-0.6412,-0.4241,0.8740,65.0300,-23.1700,-5.1100,44,6
-0.5031,-0.1020,0.8921,-35.3500,-14.2800,-1.6800,131,33
-0.5192,0.0317,0.8935,-8.4700,-1.4700,0.7700,220,15
-0.5119,0.1191,0.9179,3.7100,7.2800,1.1900,313,3
-0.5080,0.1332,0.9111,15.6100,28.9100,0.6300,370,9
-0.5417,0.1801,0.8667,11.0600,38.0100,-1.3300,408,0
-0.5856,0.1737,0.8262,6.6500,40.3900,-3.7100,432,4
-0.6188,0.1801,0.7886,2.8000,36.9600,-4.9000,464,9
-0.6290,0.1186,0.7784,-3.3600,32.6200,-4.7600,513,7
-0.6398,0.1240,0.7749,-1.1200,31.4300,-2.8000,558,10
-0.6446,0.1298,0.7857,2.2400,32.4800,-0.4200,604,7
-0.6251,0.1293,0.7984,5.6700,42.4200,-0.4900,660,0
-0.6173,0.1518,0.8145,6.3700,61.8100,2.2400,701,0
-0.6032,0.1576,0.8560,7.6300,94.2200,-2.5200,744,6
-0.5236,0.2694,0.9428,21.1400,167.2300,-12.8800,763,4
-0.3958,0.3362,1.0502,4.7600,278.9500,-48.3000,651,8
-1.1990,0.2406,0.9550,-15.6100,386.7500,-53.6900,152,3
-2.1916,0.5783,0.9311,63.4200,366.0300,-59.9200,18,9
-2.0023,0.1425,1.0682,96.6000,148.1200,-67.4800,17,6
-0.9121,0.2674,1.8022,-9.3100,-109.0600,-52.2200,20,6
0.1591,0.2772,0.8111,-11.3400,-178.5700,-40.7400,20,5
-0.3021,0.3021,0.7530,-2.8700,-250.2500,38.2200,12,6
-0.5671,-0.0922,0.6393,13.1600,-280.1400,80.2900,18,3
-0.8838,0.0625,0.7740,41.0200,-293.5800,58.7300,20,12
-0.9433,0.0625,0.8130,39.4800,-273.6300,37.8000,12,3
-0.9809,0.4021,0.9711,46.2000,-208.6000,31.7100,12,6
-1.4367,0.3728,0.9140,5.3900,-145.9500,45.1500,12,7
-1.5758,-0.1010,0.4372,75.9500,-87.9900,105.4900,11,0
-2.0418,-0.0742,-0.0586,127.2600,9.6600,127.4700,14,3
-1.7924,-0.0869,-0.6066,18.3400,-11.9000,28.9800,14,8
-1.2664,0.0395,-0.5246,73.5000,104.1600,-28.0000,7,6
-1.7153,1.3176,-0.6534,-579.5300,12.1100,-146.4400,5,9
-0.8662,-0.7681,0.3997,200.2700,11.6900,-73.2200,20,8
-0.5822,-0.5324,0.7852,65.1700,-4.5500,8.6800,81,6
-0.5549,0.3514,0.8555,-13.2300,-12.5300,-1.4000,144,8
-0.5456,0.0429,0.8989,-37.2400,-14.0000,-2.1000,201,6
-0.5163,0.0874,0.8882,7.5600,5.6000,6.1600,210,9
-0.5529,0.1674,0.8608,5.3900,8.8200,1.8900,230,8
-0.5602,0.1459,0.8550,-10.8500,-0.9100,-4.0600,245,12
-0.5031,0.0888,0.8945,-7.0700,8.6800,-4.6200,317,3
-0.5266,0.1108,0.8794,3.7100,20.5800,-3.2200,381,7
-0.5607,0.1669,0.8496,2.0300,26.5300,-5.3200,472,8
-0.5524,0.1254,0.8740,-7.3500,33.5300,-11.2700,560,6
-0.5705,0.0893,0.8672,-1.4700,47.3900,-11.1300,630,7
-0.5900,0.0927,0.8311,8.1200,60.3400,-7.0700,688,1
-0.6120,0.1566,0.8140,10.5700,72.8000,-9.5900,740,7
-0.6071,0.1332,0.8398,4.9000,93.9400,-15.8200,795,11
-0.5295,0.1601,0.9296,6.5800,149.5900,-11.8300,835,5
-0.4636,0.2201,0.9384,-1.3300,236.2500,-31.9900,772,7
-1.1165,0.1537,1.0311,-20.2300,357.0700,-44.1000,284,8
-2.4102,0.2264,1.2893,101.9200,373.1000,-60.7600,15,5
-1.3337,0.5090,1.2581,43.8200,166.1800,-108.6400,13,3
0.2133,0.5710,1.3932,19.3900,-98.5600,-19.6000,12,3
-0.0259,0.1791,0.9384,23.5200,-182.2800,8.9600,16,8
-0.1352,0.2923,0.7759,26.0400,-265.1600,62.1600,20,8
-0.4392,-0.0966,0.7281,33.3200,-299.9500,76.9300,14,5
-1.0072,0.0503,0.9223,74.2000,-312.4100,61.8100,17,6
-1.1209,-0.0239,1.0268,66.2900,-299.4600,47.7400,9,6
-1.0648,0.2469,1.0560,52.9200,-219.6600,42.6300,15,4
-1.2029,-0.0937,0.8067,46.8300,-107.3800,52.3600,5,0
-2.1018,-0.0307,0.5812,89.9500,-20.0900,80.5700,15,8
-2.1126,-0.1820,-0.3235,68.1100,-63.2800,46.6200,9,0
-1.5406,-0.5144,-0.9082,103.7400,34.6500,-41.7900,12,4
-2.7147,1.6973,-0.1693,217.5600,199.9900,-230.2300,3,8
-3.5692,-2.8792,2.9026,-669.1300,-225.3300,-45.4300,8,3
0.0322,0.3318,1.2800,-145.1100,-41.1600,-7.8400,115,3
-0.6822,0.4953,0.8921,46.4800,6.4400,13.5800,232,6
-0.5802,0.2708,0.8506,-3.8500,-1.6100,-5.1100,311,9
-0.5080,-0.0185,0.9155,6.4400,8.4000,0.6300,351,9
-0.5124,0.1293,0.9008,16.0300,24.7800,4.9000,366,5
-0.5529,0.1835,0.8457,11.7600,35.6300,1.8200,380,1
-0.6032,0.2074,0.8125,-0.9100,34.4400,-4.4800,417,6
-0.5876,0.1479,0.8223,-3.0100,40.3200,-9.5200,488,4
-0.6105,0.0917,0.8052,-1.5400,49.9100,-7.9800,528,5
-0.6520,0.1191,0.7681,8.4000,56.9800,-1.0500,565,7
-0.6754,0.1664,0.7276,9.3800,60.2700,-0.8400,600,3
-0.7052,0.1859,0.7071,9.6600,63.6300,-6.0900,648,7
-0.6934,0.1649,0.7530,3.5700,77.3500,-8.7500,700,3
-0.6471,0.1362,0.8023,3.5700,113.6800,-6.5800,742,6
-0.5031,0.2503,1.0028,16.2400,203.1400,-14.7700,687,4
-0.8106,-0.0244,1.0712,20.5100,354.1300,-2.8000,303,9
-2.3902,0.1054,0.9804,139.8600,393.6100,39.6900,16,12
-2.0413,0.3314,1.3483,184.3800,138.0400,-3.2200,17,10
-0.8203,-0.2445,1.9496,70.1400,-129.5700,-102.4100,14,4
-0.0874,0.1542,1.0038,120.2600,-208.0400,-65.3100,17,8
-0.1815,0.0937,0.7754,52.5700,-277.2000,12.9500,14,6
-0.5939,-0.3523,0.7427,54.9500,-302.8900,41.9300,18,8
-0.9618,-0.2664,0.8408,98.5600,-318.1500,-8.5400,13,3
-1.0185,-0.1020,0.8340,81.3400,-309.3300,-35.1400,17,5
-0.9296,0.0527,0.8579,69.1600,-231.8400,-31.5700,14,0
-1.4713,0.0200,0.7447,68.9500,-157.4300,13.5100,12,8
-1.9964,-0.2479,0.3401,103.0400,-97.9300,82.1800,7,5
-1.9984,-0.0307,-0.2460,92.4700,-23.0300,76.8600,10,3
-1.9896,-0.4890,-0.7920,52.8500,14.0700,7.7700,6,6
-1.5045,0.1913,-0.8076,101.2900,102.7600,-23.5900,3,8
-0.7349,3.8137,-0.0063,-684.4600,-60.2700,-49.4200,3,0
-0.2298,-1.0648,1.2195,396.5500,42.8400,-106.4000,24,5
-0.3548,-1.4952,0.8838,-82.5300,-11.4800,5.2500,120,45
-0.5949,0.3875,0.8164,-43.1900,-3.0100,8.1200,204,35
-0.5470,0.0761,0.8906,-22.9600,-5.1800,-2.4500,270,8
-0.5168,0.0605,0.8945,1.8900,6.8600,1.5400,325,0
-0.5144,0.1254,0.8950,6.5800,15.3300,-0.7000,360,4
-0.5612,0.1122,0.8599,12.1800,22.0500,-2.0300,444,4
-0.5583,0.1318,0.8525,5.6000,25.1300,-4.1300,513,8
-0.5661,0.1498,0.8462,-0.9100,27.9300,-7.9800,560,7
-0.5856,0.0742,0.8359,-1.8200,32.4800,-6.6500,605,3
-0.6076,0.0712,0.8335,3.9200,39.2000,-4.1300,640,3
-0.6320,0.0966,0.8037,6.7900,44.5200,-2.8000,675,4
-0.6486,0.1332,0.8106,11.7600,52.1500,-3.3600,717,5
-0.6388,0.1425,0.8174,7.0700,67.4800,-7.5600,773,9
-0.5856,0.0732,0.8662,3.3600,102.6900,-6.5100,807,6
-0.5026,0.1552,0.9438,12.8800,170.1000,-6.1600,800,4
-0.4699,0.3821,1.0346,-5.1100,291.6900,-42.4200,575,7
-1.8944,0.0747,1.1639,-17.0100,375.4100,-63.7000,93,12
-2.4346,0.7398,1.3376,65.3800,265.7900,-91.1400,24,12
0.0834,0.9716,2.2482,-5.3900,16.8700,-57.3300,19,3
0.2352,0.3006,1.3854,-2.7300,-125.3700,-47.8800,15,8
-0.0264,0.3958,0.9350,27.9300,-258.0900,4.1300,17,9
-0.5358,-0.0493,0.7554,45.2900,-293.7900,67.6200,18,8
-1.0604,0.0664,0.9472,63.7000,-302.4700,75.2500,15,7
-1.0702,0.1557,0.8921,45.5000,-284.9700,60.9000,21,9
-0.9116,0.2094,0.8618,28.5600,-188.7200,61.5300,20,8
-1.2503,0.0664,0.7188,6.6500,-107.8700,71.4700,13,0
-1.6080,0.0781,0.5173,47.3200,-36.4000,86.7300,13,0
-1.8041,-0.0639,0.2606,77.6300,-11.4100,94.3600,16,6
-1.6045,0.1200,-0.1015,68.3900,-25.1300,69.3700,14,7
-1.4298,-0.1122,-0.3518,57.8900,23.5200,8.5400,7,5
-1.2981,-0.1196,-0.2298,-5.0400,73.1500,-74.8300,17,6
-2.6347,3.4145,0.2294,-35.3500,11.2700,-150.7800,6,8
1.3449,-2.5488,0.4939,58.3100,6.3700,-54.6700,27,7
-0.7257,-1.2190,0.7159,-177.5900,-62.3700,-10.1500,287,6
-0.5314,0.2713,0.9101,-23.6600,-33.4600,10.8500,364,8
-0.5339,0.1957,0.9013,-37.3800,-24.2200,-1.6800,409,7
-0.4963,0.0464,0.9345,-20.0900,-4.6900,-2.5900,454,5
-0.5183,0.0522,0.8794,5.6700,8.7500,-0.4900,501,1
-0.5236,0.1186,0.8935,6.8600,17.7100,-2.3100,548,8
-0.5236,0.1401,0.8799,3.5000,26.7400,-3.9900,587,3
-0.5505,0.1191,0.8672,-2.7300,35.7700,-6.4400,645,3
-0.5802,0.1020,0.8496,-4.4100,43.6100,-6.6500,683,6
-0.6076,0.0805,0.8223,0.6300,51.3100,-5.5300,726,6
-0.6393,0.1069,0.7832,10.9200,54.6700,-4.6200,752,3
-0.6651,0.1142,0.7564,7.7700,54.5300,-8.1900,772,3
-0.6881,0.1606,0.7784,4.3400,59.7800,-16.2400,815,5
-0.6505,0.1000,0.8008,0.8400,76.7200,-21.2800,852,12
-0.6344,0.0215,0.8028,0.3500,109.1300,-9.8000,876,5
-0.6149,0.0849,0.8272,8.4000,158.1300,-14.2800,795,1
-1.0185,0.5993,0.9965,-2.9400,261.5200,-56.8400,349,0
-2.0574,0.2050,1.1014,20.1600,211.9600,-80.5700,41,4
-0.2240,0.3831,1.8505,-37.5200,31.1500,-47.4600,18,9
0.2743,0.1566,1.5880,22.6100,-97.4400,-9.2400,15,3
0.0571,0.1318,1.1971,24.4300,-195.0200,17.9900,13,4
-0.2899,0.3035,1.0170,39.0600,-230.1600,27.3000,12,4
-0.7525,0.0864,1.0555,73.9900,-223.4400,23.4500,15,4
-0.7413,0.0932,1.0175,50.9600,-198.1000,32.9000,12,3
-0.8789,0.2362,0.9941,30.5200,-160.8600,33.5300,21,0
-0.8550,0.0869,0.9609,15.0500,-118.3000,29.4700,14,3
