ax,ay,az,gx,gy,gz,toe,heel
-2.7587,-0.3987,-0.6622,26.46,-161.63,77.42,13,12
-1.5333,-0.1703,-0.6417,100.38,6.72,34.72,14,9
-2.3175,-3.0695,-2.7104,-147.35,307.65,-134.05,12,581
-1.1351,1.7158,1.2898,-88.76,149.94,-86.8,4,952
-0.1893,0.712,1.0565,32.9,6.58,-52.22,256,653
-0.6539,0.2084,0.8389,-20.44,6.3,-18.83,507,266
-0.5666,0.2635,1.079,2.73,43.68,-6.93,672,16
-0.3216,0.3465,1.4079,-55.16,202.72,-13.37,759,16
-0.4412,0.1479,1.1092,-37.45,301.21,-42.21,619,10
-1.3264,-0.0483,0.8281,-71.89,325.85,-49.91,83,20
-1.8495,0.1576,0.6783,-32.76,254.66,-40.67,14,14
-0.671,-0.0088,0.8847,-74.62,192.43,-24.99,11,16
-0.978,-0.2513,1.8559,51.52,120.68,-94.57,11,19
-0.4416,0.5309,1.9374,57.26,-2.24,-140.28,16,15
-0.4895,1.1483,1.6065,64.54,-104.37,-74.48,11,12
-0.835,0.5871,1.3747,93.03,-150.57,15.54,15,11
-0.7798,0.386,0.9409,74.62,-232.61,45.78,11,7
-1.0131,0.4392,0.8574,119,-301.14,94.15,12,5
-1.1131,0.3953,0.954,124.88,-321.44,169.26,13,6
-1.8222,-0.2899,0.7891,74.97,-319.2,284.13,18,8
-2.7962,-0.6559,0.062,73.92,-232.05,222.39,16,13
-2.3648,-0.9765,-1.218,4.9,-110.95,23.1,15,13
-2.8372,-0.8838,-0.6334,-308.84,104.09,4.9,12,32
-6.8154,-0.3299,5.0445,175.49,298.97,-174.23,14,965
-1.0677,-1.241,1.1561,-435.05,58.31,-55.93,14,776
-0.6471,-0.4929,0.9877,-75.32,-1.33,-23.38,395,485
-0.548,0.0029,0.9555,-6.51,19.25,-13.86,647,89
-0.3182,0.2586,1.2532,4.27,102.34,-7.77,769,15
-0.2342,0.2025,1.2176,-26.32,238.49,-24.01,791,18
-0.6373,0.1728,0.8467,-63.56,320.6,-66.64,576,7
-1.3361,-0.4202,0.5427,-85.33,305.83,-59.99,86,20
-1.9378,-0.0805,0.7178,-49.77,240.03,-41.58,15,13
-0.8257,-0.1693,0.8647,-67.69,192.08,-25.27,21,24
-1.1209,-0.5695,1.5499,59.5,146.09,-80.57,10,15
-0.7608,0.7115,1.9208,45.22,31.78,-138.53,7,12
-0.6617,0.6964,1.6577,35.98,-86.45,-124.39,11,11
-0.7691,0.9989,1.1649,119.7,-185.92,-18.41,16,14
-0.4734,0.3992,0.3157,125.65,-287.21,83.3,8,9
-0.9365,0.3494,0.8638,172.41,-280.7,152.39,11,12
-0.7252,0.1337,1.1322,145.46,-304.15,209.23,10,7
-1.7841,0.2235,1.2839,138.46,-335.23,302.68,16,11
-2.6152,-0.5461,0.2523,41.86,-285.18,241.64,16,8
-3.2872,-0.7735,-1.4172,46.83,-123.48,120.68,16,9
-2.6464,-1.2078,-1.1434,-231.63,104.09,8.4,16,7
-5.1382,0.6925,3.1071,169.54,386.4,-308.49,6,918
-0.7867,-1.8241,0.1118,-135.94,-0.7,-27.51,121,669
-0.7867,-0.6212,0.629,-31.85,4.34,-15.19,447,359
-0.6261,0.061,0.9209,-2.17,13.23,-8.96,629,50
-0.4939,0.0132,1.0956,0.14,63.77,-6.37,735,17
-0.1801,0.0073,1.2942,-2.1,196.35,-25.62,773,15
-0.5817,0.4148,0.9223,-33.6,277.13,-51.24,651,7
-1.2576,0.0176,0.7593,-78.12,297.5,-62.02,119,19
-1.3708,0.0459,0.6495,-37.1,276.99,-39.9,15,20
-1.3078,0.0932,0.9516,-51.24,202.65,-32.83,18,17
-0.8218,-0.081,1.6934,-74.13,181.02,-44.66,7,13
-0.8833,0.6573,2.3068,74.06,48.72,-132.3,15,15
-0.4817,0.7135,1.7797,47.04,-104.51,-133.42,11,17
-0.6388,0.9028,1.2986,80.5,-175.56,-8.54,12,9
-0.6393,0.3802,0.8804,75.88,-239.54,87.64,12,6
-0.9306,0.3997,0.8496,132.23,-327.81,125.44,7,7
-0.8808,0.3245,0.9355,125.23,-331.94,170.73,11,12
-2.1448,0.1757,1.1429,130.34,-343.28,243.74,12,8
-2.5025,-0.6471,-0.0268,69.44,-269.64,220.22,18,7
-2.7762,-0.589,-1.2727,59.29,-132.72,101.71,14,10
-1.8686,-0.0151,-1.5909,-240.87,101.08,-32.97,11,13
0.3689,-0.6364,2.7611,-3.15,396.69,-152.88,9,926
-5.5754,0.4031,1.1346,-383.74,67.62,-44.24,15,758
-0.6637,0.3826,0.8735,-50.4,-0.77,-1.68,377,521
-0.629,0.0834,0.7188,-8.05,10.5,-18.69,587,152
-0.6466,0.609,1.0302,-12.88,48.51,-10.22,722,23
-0.2669,0.2538,1.3444,-29.96,146.09,-10.85,787,15
-0.2913,0.2806,0.9492,-26.46,270.83,-41.3,736,15
-0.9618,0.0098,0.6451,-68.11,310.66,-65.1,287,13
-1.4347,-0.0849,0.6564,-30.1,277.69,-35.35,28,24
-1.1053,-0.02,0.9984,-83.3,198.87,-18.69,15,21
-0.9365,-0.2264,1.6568,-32.34,197.47,-23.45,13,15
-0.8272,0.8169,2.174,73.22,48.44,-147.7,13,13
-0.5461,0.9028,1.7485,57.61,-83.86,-143.99,7,9
-0.5363,0.9008,1.3044,66.92,-159.25,-31.43,17,11
-0.5139,0.5944,0.9038,75.39,-235.06,75.11,13,10
-0.8579,0.3616,0.835,141.47,-304.57,125.86,8,11
-1.0365,0.2801,1.0814,139.72,-325.43,195.16,10,12
-2.0452,-0.0137,1.0951,143.71,-334.95,252.77,13,11
-2.4156,-0.8672,-0.1015,70,-261.38,205.38,16,12
-3.0017,-0.8877,-1.1527,42.14,-100.8,80.64,19,10
-1.9491,-0.5783,-1.1556,-309.4,111.3,-20.3,18,18
-1.7309,-0.3572,3.2476,32.48,411.95,-181.86,12,967
-3.3496,-0.8603,1.4089,-340.55,42.21,-42.35,20,817
-0.8545,0.0273,0.8682,-57.4,2.1,-17.43,327,583
-0.6237,0.2064,0.8599,-19.67,13.58,-13.72,547,171
-0.5456,0.3172,1.5523,32.69,53.34,-5.25,667,18
-0.3177,0.3357,1.3425,-38.64,173.11,-16.31,742,12
-0.3631,0.2689,0.9252,-23.73,275.38,-48.58,680,16
-1.24,0.1825,0.669,-68.88,310.87,-63.21,211,17
-1.2195,-0.0132,0.6183,-47.11,292.67,-40.81,25,24
-1.5728,-0.0464,0.9819,-58.31,229.18,-25.34,16,27
-0.9067,0.1025,1.178,-13.3,224.63,-17.08,14,19
-1.0775,0.835,2.4161,77.98,48.86,-102.62,9,12
-0.5675,0.3577,1.87,80.99,-98.77,-125.02,14,18
-0.3592,0.8769,1.3059,65.73,-162.26,-48.72,18,14
-0.4055,0.4626,0.8745,87.15,-262.15,64.68,16,16
-0.8745,0.3982,0.8623,118.3,-306.04,114.73,9,10
-0.9931,0.286,0.9638,96.81,-321.86,195.51,7,10
-2.0057,0.3821,1.0702,74.48,-346.85,250.25,11,8
-2.5396,-0.6227,0.101,86.03,-272.93,179.55,10,7
-2.8607,-0.5739,-1.2,60.13,-140.91,67.48,9,16
-3.1808,-0.9618,-1.364,-274.96,95.34,-29.89,16,11
-2.3287,-0.8516,3.6376,72.03,382.9,-108.99,7,935
-2.1638,-1.2039,0.7178,-456.05,30.03,-18.83,17,738
-0.6871,-0.042,0.9658,-94.43,7.98,-21,396,440
-0.5529,-0.0073,1.0014,-7.14,14.56,-16.17,586,90
-0.4431,0.1015,1.1409,8.47,62.58,-6.93,711,14
-0.2191,0.3431,1.2566,-19.18,177.87,-15.96,781,10
-0.3616,0.3924,0.9087,-36.75,274.19,-49.63,684,12
-1.2561,0.1752,0.7344,-104.79,302.54,-68.67,160,17
-1.382,0.059,0.7081,-34.79,281.82,-42.49,20,14
-0.9941,0.0459,0.9091,-78.19,210.7,-35.84,17,18
-0.9472,-0.8364,1.8632,37.1,138.11,-58.38,16,9
-0.304,0.55,2.0086,21.91,6.51,-142.73,3,15
-0.408,0.8247,1.6153,26.88,-96.6,-128.1,12,18
-0.5222,1.038,1.1824,102.06,-217.56,-5.25,10,17
-0.875,0.6281,0.9765,95.13,-262.5,85.75,10,9
-0.9018,0.468,0.8882,118.16,-295.47,138.32,16,8
-1.1966,0.1952,1.1126,119.84,-313.53,192.71,12,12
-1.8793,0.2362,0.9414,90.37,-343.07,236.95,10,9
-2.6601,-0.5202,0.0976,86.03,-264.74,192.01,13,16
-2.5747,-0.5051,-0.8467,72.66,-80.64,67.55,19,3
-2.767,-1.7978,-2.0598,-140.63,118.72,19.11,10,43
-4.5228,-0.5666,3.5766,62.79,293.02,-215.39,11,881
-1.3879,-1.2459,0.996,-438.76,61.32,-28.91,46,672
-0.5422,-0.1166,0.9511,-88.13,9.03,-22.82,434,338
-0.5568,0.12,0.9765,-9.31,24.57,-11.41,632,34
-0.4426,0.7139,1.281,-11.48,88.83,-7.49,759,14
-0.3719,0.0893,1.2361,-19.95,219.31,-24.64,799,11
-0.6056,0.2469,0.7974,-62.02,304.99,-62.37,566,12
-1.3147,-0.2152,0.651,-68.88,301,-57.26,66,11
-1.7085,0.0137,0.6486,-52.22,231.77,-51.87,13,14
-0.815,-0.0634,0.9316,-89.74,191.94,-37.8,14,21
-0.9379,-0.6037,1.708,11.9,146.79,-73.92,15,19
-0.751,0.8374,1.9852,16.94,29.82,-124.18,15,11
-0.4563,0.5573,1.6572,66.08,-74.97,-79.94,15,14
-0.8408,0.5895,1.3698,73.57,-173.74,12.11,14,9
-0.6315,0.4802,0.9833,106.05,-256.9,69.09,11,7
-1.1566,0.3094,0.9906,158.41,-343.63,137.41,12,12
-1.1405,0.6154,1.0028,87.85,-319.69,184.17,9,10
-1.7495,0.0454,1.2478,110.53,-319.76,256.76,9,9
-2.3619,-0.4397,0.3787,55.65,-293.86,172.48,15,7
-2.7367,-0.7281,-0.9892,71.61,-158.27,31.92,11,7
-2.0174,0.4246,-1.9837,-110.39,79.73,-18.9,14,9
0.1,-2.4434,1.6036,46.27,359.03,-9.73,11,751
-2.6528,1.1775,0.4387,76.86,85.82,-89.95,10,907
-0.6056,0.8306,0.8545,15.12,-3.85,-27.72,248,662
-0.6139,0.1649,0.8457,-23.31,7.35,-17.71,522,308
-0.4641,0.0517,1.1004,7.21,53.34,-6.72,688,17
-0.2118,0.2645,1.3918,-32.69,173.6,-15.96,759,15
-0.4011,0.2474,0.914,-21.56,288.54,-48.16,683,13
-1.3849,0.1986,0.7232,-71.12,301.49,-67.41,161,16
-1.4518,0.1801,0.549,-35.91,265.86,-51.24,23,25
-1.079,0.0478,0.7706,-86.31,180.67,-40.11,26,20
-0.7969,-0.1464,1.4254,-67.48,161.84,-26.6,13,19
-0.7013,0.6393,2.0994,25.55,60.13,-121.73,13,16
-0.5758,0.5646,1.9569,30.17,-39.9,-99.54,10,13
-0.9335,0.6046,1.3727,80.78,-157.15,4.76,14,18
-0.6998,0.3919,1.0751,74.9,-221.69,68.46,16,8
-0.6525,0.4324,0.8252,127.05,-289.31,94.15,15,9
-1.0687,0.4436,1.0116,137.2,-311.22,152.25,12,6
-1.71,0.6368,1.1614,112.91,-358.4,229.81,12,16
-2.338,-0.2015,0.4099,90.3,-297.71,238.28,12,14
-2.2921,-1.8451,-1.5933,129.29,-31.01,42.35,11,7
-2.4107,-2.4249,-3.1979,-294.63,208.46,-63.91,5,336
-4.9146,1.686,0.5763,-41.09,-6.93,-39.06,8,894
-1.7993,-0.7535,0.9043,166.74,1.26,-47.18,177,653
-0.4377,0.0449,0.9531,-5.74,3.85,-16.87,487,285
-0.4734,0.1078,0.8447,10.78,25.97,-8.89,643,15
-0.364,0.1513,1.282,-4.2,110.88,-7.42,744,10
-0.2557,0.184,1.1039,-22.82,234.78,-25.34,736,16
-0.6817,0.1069,0.7315,-53.55,302.05,-50.68,425,11
-1.2034,-0.0932,0.6227,-59.5,286.93,-44.73,33,17
-1.7739,-0.0264,0.8623,-37.94,237.37,-33.67,16,16
-0.9296,0.1391,1.018,-73.43,210.84,-37.1,19,25
-1.179,-0.2006,2.2599,57.19,113.96,-90.37,18,13
-0.2157,0.8916,1.9759,49.49,-43.96,-132.86,11,10
-0.2933,0.9174,1.5577,81.34,-108.99,-43.89,12,11
-0.5714,0.4631,1.261,77.77,-192.64,54.88,7,12
-0.7379,0.3606,1.0331,108.43,-281.26,82.53,8,10
-1.1453,0.2582,0.9701,133.21,-321.65,117.04,6,10
-1.6402,0.3943,1.1058,120.33,-344.61,213.01,12,12
-2.1296,-0.222,0.548,91.98,-313.39,255.71,11,7
-2.9641,-0.6407,-0.3762,81.76,-230.44,162.26,16,11
-2.4542,-1.8334,-1.7446,52.15,-51.03,48.09,15,5
-3.3779,-1.8578,-2.033,-352.17,192.85,-96.46,10,252
-10.2753,2.1511,2.0257,93.38,-29.4,-132.16,0,967
-0.3933,-0.7725,0.7925,104.86,24.5,-18.13,115,800
-0.7071,-0.0044,0.8789,9.17,-1.26,-11.41,403,545
-0.5827,0.0151,0.8818,-3.36,18.76,-8.19,572,151
-0.4241,0.0386,1.097,5.67,75.11,-6.23,682,16
-0.3138,0.0146,1.16,-44.59,191.17,-19.53,699,11
-0.5993,0.1493,0.8111,-38.85,261.66,-36.68,536,10
-1.14,0.0102,0.7662,-49.7,276.29,-35.91,95,22
-1.423,-0.0605,0.6486,-54.88,199.92,-32.76,14,19
-0.8833,-0.0644,1.0399,-86.8,194.25,-15.19,22,22
-0.5602,-0.0996,2.3351,40.88,153.44,-31.92,11,16
-0.5407,1.4069,2.5234,42.91,-44.59,-128.73,14,11
0.2786,0.9199,1.6626,92.33,-99.54,-126,14,10
-0.264,0.7867,1.3893,60.55,-163.52,-0.56,10,14
-0.6076,0.6378,1.1639,87.5,-240.1,81.48,11,14
-0.9643,0.3714,1.1517,127.33,-312.48,131.25,7,12
-1.2044,0.4236,1.1795,142.03,-341.6,179.55,12,12
-1.9491,-0.1752,0.8057,115.71,-314.93,259.91,7,10
-3.1232,-0.4856,0.1181,104.02,-228.9,197.68,7,8
-2.8636,-1.1039,-1.4328,59.36,-72.8,41.16,12,15
-2.9007,0.6798,-2.2482,-95.62,122.57,-44.66,6,10
0.9579,-1.9427,2.1501,-45.22,332.78,-128.38,7,866
-0.9233,0.9658,1.2644,-107.8,49.42,-90.16,4,942
-0.3909,1.1727,0.7964,85.33,-17.15,-31.22,219,704
-0.6129,0.2567,0.8589,-3.29,2.38,-13.51,454,402
-0.5095,0.266,0.9853,-1.68,19.95,-9.52,598,66
-0.6886,-0.0805,1.0277,44.38,80.29,-13.93,697,11
-0.304,0.3221,1.0048,-22.96,205.38,-31.08,704,13
-0.6466,0.1327,0.7627,-45.85,261.87,-46.69,457,13
-1.222,-0.082,0.6725,-43.4,269.15,-43.47,70,22
-1.3596,0.059,0.7344,-40.53,230.51,-36.12,14,16
-0.9692,0.0586,1.0009,-80.57,226.66,-40.18,25,17
-1.14,-0.0127,2.3346,-4.76,201.04,-44.17,13,15
-0.6598,1.1419,2.3731,14.14,-1.12,-150.29,16,15
-0.5231,0.8213,1.7407,99.75,-86.73,-96.67,15,11
-0.5158,0.4856,1.1785,46.06,-207.34,65.24,14,16
-0.754,0.2001,1.0355,137.69,-289.66,122.99,17,13
-0.8267,0.3484,0.8896,160.09,-352.8,123.9,11,10
-1.4181,0.2835,1.2644,120.33,-346.85,187.18,5,11
-2.5576,0.0244,0.7554,89.46,-355.53,236.74,10,7
-2.9417,-0.9467,-0.4241,101.64,-217.07,161.63,17,13
-2.4327,-1.6768,-1.9296,28.84,-35.21,35.49,17,18
-1.8759,0.6832,-0.3221,46.69,197.19,-12.32,11,9
0.3943,-0.954,2.6957,-95.83,490.98,-229.95,11,1047
-5.1255,-1.5011,-1.0975,-146.16,77.7,1.4,12,849
-0.8242,0.204,0.8174,-54.6,-0.63,-10.22,271,653
-0.6456,0.2538,0.7666,-14.63,0.28,-20.09,479,286
-0.5022,0.225,1.0033,-1.68,30.24,-12.88,636,20
-0.2967,0.3689,1.3278,5.39,116.97,-6.86,731,14
-0.2445,0.2137,1.1336,-23.24,246.26,-37.03,726,17
-0.6822,0.1342,0.67,-55.3,314.23,-59.64,371,19
-1.2342,-0.1889,0.6983,-44.59,305.69,-48.23,35,17
-1.5118,0.1513,1.1551,-82.39,224.21,-47.6,19,30
-0.8599,-0.0337,1.4196,-51.17,227.01,-27.44,11,19
-0.7549,0.7642,2.2389,68.88,84.77,-139.16,11,12
-0.5836,0.7344,1.8266,45.36,-46.41,-138.25,17,14
-0.6378,0.8145,1.3532,64.26,-133.07,-13.51,13,9
-0.488,0.5514,0.9043,98.28,-260.05,94.92,10,9
-0.8174,0.2894,0.8462,135.52,-306.6,114.8,9,9
-0.9301,0.2708,1.0136,144.13,-325.64,163.52,10,15
-1.9427,0.0093,1.2093,132.3,-360.08,251.37,14,16
-2.8309,-0.4124,0.2567,71.12,-295.05,236.25,17,12
-3.3745,-0.5544,-1.2483,52.99,-146.58,91.35,14,11
-2.1428,0.0063,-1.6904,-57.4,88.97,-18.83,14,6
1.6587,-2.3234,1.1985,-120.68,312.34,-70.7,11,681
6.4406,0.2591,3.234,-114.8,215.32,-112,7,808
-0.4953,0.6627,1.017,-4.69,0.21,-28.07,292,547
-0.9492,-0.083,0.7749,-2.59,-1.82,-14.07,551,188
-0.5178,0.1503,1.0009,1.47,33.53,-8.12,696,22
-0.3421,0.3099,1.261,-7.14,114.17,-6.09,756,16
-0.2767,0.2777,1.0536,-19.53,229.95,-27.37,720,11
-0.59,0.2435,0.7315,-62.3,297.29,-57.33,346,20
-1.4581,-0.1347,0.7974,-23.38,282.31,-38.92,23,13
-1.2952,0.1313,1.1854,-89.11,199.71,-35.63,22,18
-0.7618,-0.4231,1.9803,-53.13,188.02,-33.74,16,11
-0.4929,0.8389,2.299,75.32,40.32,-165.2,17,13
-0.4216,1.1771,1.8695,59.08,-79.8,-136.08,11,10
-0.2225,0.7696,1.259,57.82,-113.82,11.83,17,11
-0.7247,0.5431,1.0497,64.82,-206.36,94.5,15,10
-0.9819,0.2416,0.9677,123.41,-298.83,99.4,11,9
-0.9101,0.3231,0.8886,138.18,-332.92,136.92,15,4
-1.8524,0.3343,0.9745,112.91,-346.85,235.2,12,7
-2.7025,-0.488,0.2552,96.18,-278.53,245.35,14,8
-3.355,-0.6212,-1.0526,62.23,-137.13,94.08,7,14
-2.3282,-1.3967,-1.7387,-205.24,95.41,-20.93,11,0
0.1283,-0.1981,2.133,8.61,308.91,-77.14,16,849
-0.4485,-0.4768,1.9701,-168.77,81.06,-80.36,10,757
-0.5719,0.2401,0.8013,-33.11,1.96,-20.79,265,530
-0.6271,0.0996,0.8628,-5.11,14.28,-11.55,494,150
-0.5187,0.2098,1.0038,8.82,47.74,-5.53,631,20
-0.2274,0.3675,1.2795,-30.1,155.54,-7.7,712,11
-0.3538,0.2342,0.9374,-30.45,253.33,-37.45,631,7
-1.1224,0.1776,0.7525,-56.07,300.16,-60.76,178,16
-1.6514,-0.0107,0.7515,-38.92,257.32,-49.35,22,19
-1.0355,-0.04,0.9682,-98.84,196.77,-40.25,20,14
-0.6647,-0.3021,1.9647,-70.14,178.85,-40.46,15,15
-0.6427,0.8101,2.3712,53.83,54.67,-139.86,11,7
-0.324,0.8296,1.8032,56.91,-94.43,-99.05,17,14
-0.6808,0.7188,1.3859,82.11,-142.52,12.25,15,15
-0.487,0.5236,0.8945,96.74,-249.76,83.51,11,8
-1.3591,0.631,1.12,127.26,-295.89,100.87,14,3
-1.0526,0.3128,1.0716,130.97,-322.91,173.6,12,8
-2.1335,0.0522,0.9828,105.98,-337.4,255.78,11,8
-2.604,-0.8916,0.123,99.75,-250.88,213.78,14,12
-2.97,-0.5212,-1.2912,31.85,-131.88,27.51,11,9
-2.6157,-0.8813,-1.1878,-299.6,85.4,-67.13,6,8
0.4909,-0.5549,2.623,-2.66,366.52,-121.03,12,920
-2.9021,-0.4104,1.9232,-305.62,73.85,-67.41,0,788
-0.917,0.1688,0.9013,-78.4,-1.47,-19.95,286,504
-0.5851,0.3172,0.8882,-24.43,10.01,-10.29,504,192
-0.51,0.0303,0.957,11.41,46.27,-3.15,628,17
-0.3328,0.1991,1.2634,-5.11,134.68,-5.81,703,14
-0.3997,0.3021,0.9321,-27.09,237.44,-35.91,640,17
-1.0009,0.1596,0.7125,-53.83,279.37,-53.2,215,15
-1.401,0.0893,0.8106,-51.1,262.64,-51.38,24,20
-1.4464,0.0312,1.1478,-78.89,203.77,-48.79,15,19
-1.0838,-0.1357,2.0067,-48.02,191.17,-42.91,15,21
-0.6461,0.7984,2.3902,87.36,47.11,-139.09,7,19
-0.2157,0.6578,1.707,85.54,-60.69,-70.49,16,11
-0.3314,0.5353,1.3059,96.81,-137.34,38.22,15,12
-0.6695,-0.0088,1.0946,154,-252.35,60.06,12,11
-0.8926,-0.1815,1.0219,209.79,-315.35,67.2,13,16
-1.0663,0.0761,1.2088,180.11,-331.8,153.16,15,9
-1.9071,-0.5222,0.9296,137.55,-359.94,233.8,18,7
-2.7694,-1.1307,0.304,103.25,-263.41,148.82,14,13
-2.6459,-0.7505,-1.0487,13.02,-115.5,12.11,16,11
-3.3028,-1.4821,-1.0697,-353.22,89.53,-8.33,11,26
-2.5952,0.0761,2.7567,182.28,326.76,-188.23,8,923
-1.2254,-1.5372,1.4186,-312.27,39.83,-48.37,13,843
-0.7149,-0.2621,0.833,-59.22,7.77,-19.88,324,577
-0.6061,0.1088,0.8555,-10.99,17.15,-11.34,520,222
-0.507,0.1381,1.0233,7.21,51.59,-4.62,652,21
-0.2616,0.2752,1.2908,-26.39,154.63,-7.56,700,15
-0.4846,0.2308,0.9267,-49.28,244.02,-38.57,622,7
-0.9877,0.3636,1.0365,-42.42,273.42,-50.12,222,13
-1.3137,0.1557,0.7291,-33.32,251.65,-49.7,26,19
-1.3322,0.1366,1.0263,-60.83,192.08,-51.59,24,16
-0.9013,-0.1679,1.5655,-1.89,194.39,-38.64,20,17
-0.9633,0.8057,2.32,78.4,83.79,-121.38,13,17
-0.2625,0.3899,1.6714,90.86,-1.05,-64.47,20,10
-0.5724,0.4558,1.4596,108.92,-97.58,38.85,12,9
-0.4377,-0.1444,0.9511,159.18,-220.29,49.07,8,18
-0.6988,-0.1196,0.955,196.49,-299.81,62.02,14,15
-0.7349,-0.0244,1.0951,173.25,-327.95,146.58,18,9
-1.7466,-0.405,1.0019,130.27,-370.86,200.83,16,9
-2.7499,-0.9355,0.223,91.63,-293.16,123.41,15,8
-2.42,-0.6754,-1.178,4.41,-104.02,19.32,15,3
-1.666,-0.3021,-0.894,44.73,52.08,14,16,10
1.321,-2.1091,0.4548,-276.43,235.27,-130.41,12,729
5.0376,-0.7013,3.0285,-196.98,116.06,-66.29,8,896
0.0293,0.3899,1.0443,-6.86,-13.79,-25.48,132,747
-0.6188,0.3597,0.8403,-16.31,4.27,-9.94,354,485
-0.5095,0.0615,1.0326,1.19,24.22,-6.51,511,130
-0.3987,0.0834,1.1829,9.1,86.8,6.3,607,16
-0.2889,0.3372,1.1639,-17.85,220.29,-22.75,603,13
-0.5705,0.1615,0.8306,-41.44,290.29,-42.49,354,11
-1.1858,-0.0351,0.7325,-21.63,278.74,-20.58,52,13
-1.3166,0.1362,0.6686,-53.69,245.42,-21.49,19,17
-0.8735,-0.0176,0.815,-67.62,234.92,-15.61,19,15
-1.1732,-0.8799,1.5982,22.75,234.92,-38.5,17,15
-1.6655,0.7003,2.1501,205.38,41.23,-254.03,15,9
-0.3558,1.0653,1.3854,137.69,-51.52,-180.18,8,11
-0.6227,0.7584,1.2712,100.45,-116.48,51.1,6,12
-0.8057,0.0483,1.1507,143.71,-258.65,143.43,7,15
-0.5144,-0.1313,0.875,220.08,-364.98,142.45,18,10
-0.9496,-0.0844,1.3,136.36,-362.04,141.33,14,12
-1.7592,-0.0312,1.0233,133.28,-402.36,191.1,16,7
-2.9036,-0.6466,0,64.75,-292.74,160.72,11,6
-3.2637,-0.8052,-1.1575,39.83,-98.28,121.17,12,6
-1.6255,-0.548,-1.6382,-192.64,128.87,-40.46,16,12
-0.4211,0.3684,2.4498,123.76,398.58,-211.19,9,967
-2.5352,-1.2503,-1.0853,-264.88,7.14,-3.64,25,792
-0.5963,-0.3797,0.7574,-54.32,2.52,-16.8,312,517
-0.6368,-0.0068,0.8711,-3.71,4.41,-10.99,532,158
-0.6071,0.4958,1.0975,-21.49,56.49,-9.17,680,18
-0.3001,0.2547,1.3479,-53.13,165.9,-15.26,740,16
-0.3128,0.2611,0.9345,-24.08,265.51,-49.07,695,15
-1.0863,0.1503,0.6598,-64.12,301.77,-64.19,262,16
-1.1219,-0.1893,0.6407,-30.38,285.67,-20.09,31,25
-1.3976,0.0966,1.015,-123.97,216.58,-14.91,18,20
-0.8926,-0.2074,1.0209,-75.67,244.23,22.26,20,15
-1.4528,0.6139,2.4034,115.08,60.48,-133.35,17,15
-0.6866,0.5651,1.7139,37.52,-53.76,-224.63,13,12
-0.9174,1.1214,1.4557,73.85,-164.43,-136.92,15,15
-0.833,0.8013,0.8218,75.95,-297.29,20.72,7,11
-0.6598,0.7359,0.5954,128.94,-319.13,136.99,16,12
-0.9135,0.7842,0.7383,108.64,-332.08,204.05,9,7
-1.6529,0.5095,1.2005,111.65,-353.29,279.58,8,8
-2.523,0.3221,0.4763,47.18,-300.58,256.41,21,5
-2.9368,-0.7149,-0.8564,106.26,-164.08,185.43,16,9
-2.9997,-1.0594,-1.1219,117.88,19.88,96.6,17,0
-2.4054,-2.2765,-2.4781,-174.3,239.33,-63.56,7,271
-3.09,0.5017,-1.7319,-148.26,-125.86,-38.29,6,781
-0.2054,-0.3592,0.8603,127.4,-16.17,-43.33,303,470
-0.3221,0.1074,1.0785,-5.74,7.98,-14.56,599,123
-0.5539,0.2133,0.9355,11.48,26.67,-10.36,732,14
-0.3509,0.1074,1.2747,-10.15,120.61,-15.05,837,15
-0.2655,0.2318,1.1566,-10.22,237.86,-39.13,818,12
-0.7315,0.2172,0.7491,-81.27,308.7,-73.5,472,19
-1.2254,-0.2835,0.6334,-22.33,285.88,-36.68,30,17
-1.6094,-0.0405,0.7354,-66.36,188.09,-8.54,13,22
-0.7203,-0.1474,0.7979,-105.98,190.4,-1.19,16,19
-1.4425,0.0815,1.8637,28.7,93.94,-134.54,14,16
-0.8555,1.1771,1.8007,-61.81,0.28,-197.12,14,11
-0.9292,0.6598,1.6631,19.32,-74.55,-131.46,14,17
-0.9023,1.4181,1.1868,11.27,-189,3.71,16,9
-0.6759,0.4616,0.8257,82.46,-251.23,102.76,17,7
-0.6705,0.5139,0.6227,89.6,-307.16,137.69,17,9
-1.2546,0.5729,0.8096,115.01,-318.64,178.85,20,7
-1.6729,0.4124,0.8589,78.33,-319.34,276.36,9,7
-2.3575,0.0605,0.2967,57.12,-265.16,287.35,7,3
-3.1359,-0.2664,-0.1576,96.04,-168.21,199.85,4,11
-2.421,-0.103,-0.7808,74.69,-39.55,27.51,15,12
-3.4521,-1.2503,-0.0151,-279.72,85.12,11.9,14,16
-1.2395,0.304,1.9281,48.37,243.81,-13.37,7,588
-0.1674,-0.0991,-0.7081,-27.79,53.13,-105.77,11,800
-0.8218,-0.3558,0.7442,-59.78,32.97,-36.47,93,638
-0.6564,0.1435,0.8481,-9.52,4.34,-15.47,360,335
-0.61,0.1064,0.9931,-3.01,30.17,-12.67,574,25
-0.4992,0.1381,1.0424,7.91,72.38,-8.54,700,13
-0.4187,0.1645,1.119,-33.95,161,-16.87,739,21
-0.5295,0.3353,0.8813,-31.22,225.26,-35.14,624,11
-0.8672,0.1137,0.6842,-37.38,257.88,-54.53,203,25
-1.157,-0.061,0.7076,-11.55,247.03,-47.67,27,15
